"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Hispanic","2015","Rural Non-Appalachian","0 to 18","0% or more FPL","16,882","13,281","20,483","4.4","3.5","5.3"
"Hispanic","2015","Suburban","0 to 18","0% or more FPL","14,102","11,127","17,077","3.4","2.7","4.1"
"Asian","2015","Appalachian","0 to 18","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Asian","2015","Metropolitan","0 to 18","0% or more FPL","38,006","31,787","44,224","2.5","2.1","2.9"
"Asian","2015","Rural Non-Appalachian","0 to 18","0% or more FPL","7,548","4,913","10,183","2.0","1.3","2.7"
"Asian","2015","Suburban","0 to 18","0% or more FPL","8,207","5,443","10,971","2.0","1.3","2.6"
"Other","2015","Appalachian","0 to 18","0% or more FPL","25,443","18,997","31,889","5.4","4.1","6.7"
"Other","2015","Metropolitan","0 to 18","0% or more FPL","74,984","61,692","88,277","5.0","4.1","5.8"
"Other","2015","Rural Non-Appalachian","0 to 18","0% or more FPL","10,080","6,267","13,894","2.6","1.7","3.6"
"Other","2015","Suburban","0 to 18","0% or more FPL","16,429","11,235","21,623","3.9","2.7","5.2"
"White","2017","Appalachian","0 to 18","0% or more FPL","393,872","379,172","408,571","85.0","83.2","86.9"
"White","2017","Metropolitan","0 to 18","0% or more FPL","833,113","808,290","857,937","59.3","57.8","60.7"
"White","2017","Rural Non-Appalachian","0 to 18","0% or more FPL","332,018","318,307","345,729","82.6","80.6","84.6"
"White","2017","Suburban","0 to 18","0% or more FPL","377,902","360,559","395,244","79.5","77.5","81.6"
"Black","2017","Appalachian","0 to 18","0% or more FPL","23,775","19,286","28,263","5.1","4.2","6.1"
"Black","2017","Metropolitan","0 to 18","0% or more FPL","321,101","305,045","337,156","22.9","21.7","24.0"
"Black","2017","Rural Non-Appalachian","0 to 18","0% or more FPL","18,203","14,535","21,871","4.5","3.6","5.4"
"Black","2017","Suburban","0 to 18","0% or more FPL","28,499","23,279","33,719","6.0","4.9","7.1"
"Hispanic","2017","Appalachian","0 to 18","0% or more FPL","20,163","15,225","25,102","4.4","3.3","5.4"
"Hispanic","2017","Metropolitan","0 to 18","0% or more FPL","147,467","132,260","162,675","10.5","9.5","11.5"
"Hispanic","2017","Rural Non-Appalachian","0 to 18","0% or more FPL","30,861","24,424","37,298","7.7","6.1","9.2"
"Hispanic","2017","Suburban","0 to 18","0% or more FPL","32,567","25,986","39,148","6.9","5.5","8.2"
"Asian","2017","Appalachian","0 to 18","0% or more FPL","5,642","2,987","8,298","1.2","0.6","1.8"
"Asian","2017","Metropolitan","0 to 18","0% or more FPL","50,306","41,228","59,384","3.6","2.9","4.2"
"Asian","2017","Rural Non-Appalachian","0 to 18","0% or more FPL","6,703","4,335","9,072","1.7","1.1","2.3"
"Asian","2017","Suburban","0 to 18","0% or more FPL","15,178","10,870","19,486","3.2","2.3","4.1"
"Other","2017","Appalachian","0 to 18","0% or more FPL","19,776","13,964","25,589","4.3","3.0","5.5"
"Other","2017","Metropolitan","0 to 18","0% or more FPL","53,055","44,196","61,915","3.8","3.2","4.4"
"Other","2017","Rural Non-Appalachian","0 to 18","0% or more FPL","13,985","9,956","18,014","3.5","2.5","4.5"
"Other","2017","Suburban","0 to 18","0% or more FPL","20,987","15,579","26,396","4.4","3.3","5.5"
"White","2019","Appalachian","0 to 18","0% or more FPL","342,492","321,206","363,778","83.7","80.6","86.8"
"White","2019","Metropolitan","0 to 18","0% or more FPL","914,799","875,261","954,337","61.2","59.4","63.0"
"White","2019","Rural Non-Appalachian","0 to 18","0% or more FPL","309,740","285,436","334,045","82.1","78.9","85.4"
"White","2019","Suburban","0 to 18","0% or more FPL","391,218","368,759","413,677","83.4","80.6","86.1"
"Black","2019","Appalachian","0 to 18","0% or more FPL","14,276","11,257","17,296","3.5","2.7","4.3"
"Black","2019","Metropolitan","0 to 18","0% or more FPL","335,358","317,669","353,046","22.4","21.1","23.8"
"Black","2019","Rural Non-Appalachian","0 to 18","0% or more FPL","13,085","10,054","16,116","3.5","2.6","4.3"
"Black","2019","Suburban","0 to 18","0% or more FPL","21,628","17,370","25,886","4.6","3.7","5.5"
"Hispanic","2019","Appalachian","0 to 18","0% or more FPL","18,724","12,236","25,211","4.6","2.9","6.2"
"Hispanic","2019","Metropolitan","0 to 18","0% or more FPL","111,118","98,521","123,714","7.4","6.6","8.3"
"Hispanic","2019","Rural Non-Appalachian","0 to 18","0% or more FPL","15,979","12,462","19,495","4.2","3.3","5.2"
"Hispanic","2019","Suburban","0 to 18","0% or more FPL","22,326","15,883","28,769","4.8","3.4","6.1"
"Asian","2019","Appalachian","0 to 18","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Asian","2019","Metropolitan","0 to 18","0% or more FPL","43,794","32,774","54,814","2.9","2.2","3.7"
"Asian","2019","Rural Non-Appalachian","0 to 18","0% or more FPL","12,297","7,880","16,713","3.3","2.1","4.4"
"Asian","2019","Suburban","0 to 18","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Other","2019","Appalachian","0 to 18","0% or more FPL","31,009","19,718","42,299","7.6","5.0","10.2"
"Other","2019","Metropolitan","0 to 18","0% or more FPL","89,510","70,183","108,836","6.0","4.7","7.2"
"Other","2019","Rural Non-Appalachian","0 to 18","0% or more FPL","26,111","14,340","37,882","6.9","3.9","9.9"
"Other","2019","Suburban","0 to 18","0% or more FPL","26,920","16,036","37,804","5.7","3.5","8.0"
"White","2021","Appalachian","0 to 18","0% or more FPL","337,607","321,737","353,478","83.3","80.3","86.3"
"White","2021","Metropolitan","0 to 18","0% or more FPL","917,809","884,697","950,920","61.3","59.4","63.1"
"White","2021","Rural Non-Appalachian","0 to 18","0% or more FPL","305,147","288,880","321,415","81.1","78.0","84.3"
"White","2021","Suburban","0 to 18","0% or more FPL","381,731","362,260","401,201","80.8","78.3","83.4"
"Black","2021","Appalachian","0 to 18","0% or more FPL","18,601","14,294","22,908","4.6","3.5","5.7"
"Black","2021","Metropolitan","0 to 18","0% or more FPL","318,438","300,356","336,519","21.3","20.0","22.5"
"Black","2021","Rural Non-Appalachian","0 to 18","0% or more FPL","21,735","15,851","27,619","5.8","4.2","7.3"
"Black","2021","Suburban","0 to 18","0% or more FPL","30,051","23,738","36,363","6.4","5.0","7.7"
"Hispanic","2021","Appalachian","0 to 18","0% or more FPL","16,242","11,508","20,976","4.0","2.8","5.2"
"Hispanic","2021","Metropolitan","0 to 18","0% or more FPL","108,527","96,100","120,955","7.2","6.4","8.1"
"Hispanic","2021","Rural Non-Appalachian","0 to 18","0% or more FPL","21,072","15,917","26,227","5.6","4.2","7.0"
"Hispanic","2021","Suburban","0 to 18","0% or more FPL","28,667","21,946","35,388","6.1","4.7","7.5"
"Asian","2021","Appalachian","0 to 18","0% or more FPL","3,928","2,149","5,706","1.0","0.5","1.4"
"Asian","2021","Metropolitan","0 to 18","0% or more FPL","36,637","30,150","43,124","2.4","2.0","2.9"
"Asian","2021","Rural Non-Appalachian","0 to 18","0% or more FPL","8,098","5,650","10,545","2.2","1.5","2.8"
"Asian","2021","Suburban","0 to 18","0% or more FPL","14,137","10,140","18,133","3.0","2.1","3.9"
"Other","2021","Appalachian","0 to 18","0% or more FPL","29,034","17,060","41,009","7.2","4.4","10.0"
"Other","2021","Metropolitan","0 to 18","0% or more FPL","117,038","90,901","143,175","7.8","6.2","9.5"
"Other","2021","Rural Non-Appalachian","0 to 18","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Other","2021","Suburban","0 to 18","0% or more FPL","17,719","9,104","26,334","3.8","2.0","5.5"
