"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Medicaid","2012","Metropolitan","0 to 17","0% or more FPL","657,967","620,999","694,935","44.3","42.4","46.2"
"Medicaid","2012","Rural Non-Appalachian","0 to 17","0% or more FPL","141,506","122,999","160,012","36.9","33.1","40.7"
"Medicaid","2012","Suburban","0 to 17","0% or more FPL","133,882","115,247","152,517","29.0","25.5","32.4"
"Other Insured","2012","Appalachian","0 to 17","0% or more FPL","28,124","21,594","34,653","6.7","5.1","8.2"
"Other Insured","2012","Metropolitan","0 to 17","0% or more FPL","103,196","89,469","116,922","6.9","6.0","7.9"
"Other Insured","2012","Rural Non-Appalachian","0 to 17","0% or more FPL","30,894","23,072","38,716","8.1","6.1","10.0"
"Other Insured","2012","Suburban","0 to 17","0% or more FPL","37,132","28,466","45,797","8.0","6.2","9.9"
"Uninsured","2012","Appalachian","0 to 17","0% or more FPL","21,776","16,088","27,465","5.2","3.8","6.5"
"Uninsured","2012","Metropolitan","0 to 17","0% or more FPL","53,637","44,206","63,068","3.6","3.0","4.2"
"Uninsured","2012","Rural Non-Appalachian","0 to 17","0% or more FPL","28,592","20,320","36,864","7.5","5.4","9.5"
"Uninsured","2012","Suburban","0 to 17","0% or more FPL","24,704","16,932","32,476","5.3","3.7","7.0"
"Employer-Sponsored","2015","Appalachian","0 to 17","0% or more FPL","196,322","184,047","208,597","45.0","42.6","47.4"
"Employer-Sponsored","2015","Metropolitan","0 to 17","0% or more FPL","614,476","593,228","635,724","44.0","42.5","45.5"
"Employer-Sponsored","2015","Rural Non-Appalachian","0 to 17","0% or more FPL","191,224","179,680","202,768","54.9","52.3","57.5"
"Employer-Sponsored","2015","Suburban","0 to 17","0% or more FPL","224,319","212,173","236,464","58.4","56.0","60.8"
"Medicaid","2015","Appalachian","0 to 17","0% or more FPL","221,631","208,634","234,628","50.8","48.3","53.2"
"Medicaid","2015","Metropolitan","0 to 17","0% or more FPL","728,089","700,868","755,311","52.1","50.7","53.6"
"Medicaid","2015","Rural Non-Appalachian","0 to 17","0% or more FPL","138,624","127,819","149,428","39.8","37.2","42.4"
"Medicaid","2015","Suburban","0 to 17","0% or more FPL","138,039","127,521","148,556","35.9","33.6","38.3"
"Other Insured","2015","Appalachian","0 to 17","0% or more FPL","18,558","14,290","22,826","4.3","3.3","5.2"
"Other Insured","2015","Metropolitan","0 to 17","0% or more FPL","53,928","45,282","62,573","3.9","3.2","4.5"
"Other Insured","2015","Rural Non-Appalachian","0 to 17","0% or more FPL","18,262","14,667","21,858","5.2","4.2","6.3"
"Other Insured","2015","Suburban","0 to 17","0% or more FPL","21,861","17,684","26,037","5.7","4.6","6.8"
"Uninsured","2015","Appalachian","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2015","Metropolitan","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2015","Rural Non-Appalachian","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2015","Suburban","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Employer-Sponsored","2017","Appalachian","0 to 17","0% or more FPL","158,170","147,221","169,120","35.6","33.2","38.0"
"Employer-Sponsored","2017","Metropolitan","0 to 17","0% or more FPL","590,838","569,305","612,371","44.1","42.5","45.6"
"Employer-Sponsored","2017","Rural Non-Appalachian","0 to 17","0% or more FPL","181,968","170,219","193,718","47.3","44.6","50.0"
"Employer-Sponsored","2017","Suburban","0 to 17","0% or more FPL","231,383","217,077","245,689","51.4","48.8","54.0"
"Medicaid","2017","Appalachian","0 to 17","0% or more FPL","235,592","220,521","250,663","53.0","50.4","55.5"
"Medicaid","2017","Metropolitan","0 to 17","0% or more FPL","623,346","597,627","649,065","46.5","44.9","48.0"
"Medicaid","2017","Rural Non-Appalachian","0 to 17","0% or more FPL","168,585","155,363","181,807","43.8","41.0","46.6"
"Medicaid","2017","Suburban","0 to 17","0% or more FPL","164,805","150,633","178,977","36.6","34.0","39.2"
"Other Insured","2017","Appalachian","0 to 17","0% or more FPL","30,730","24,880","36,580","6.9","5.6","8.2"
"Other Insured","2017","Metropolitan","0 to 17","0% or more FPL","78,630","69,267","87,993","5.9","5.2","6.6"
"Other Insured","2017","Rural Non-Appalachian","0 to 17","0% or more FPL","23,405","18,944","27,865","6.1","4.9","7.2"
"Other Insured","2017","Suburban","0 to 17","0% or more FPL","36,011","29,687","42,334","8.0","6.6","9.4"
"Uninsured","2017","Appalachian","0 to 17","0% or more FPL","20,188","14,705","25,671","4.5","3.3","5.8"
"Uninsured","2017","Metropolitan","0 to 17","0% or more FPL","48,071","40,241","55,902","3.6","3.0","4.2"
"Uninsured","2017","Rural Non-Appalachian","0 to 17","0% or more FPL","11,045","8,303","13,787","2.9","2.2","3.6"
"Uninsured","2017","Suburban","0 to 17","0% or more FPL","18,020","13,067","22,973","4.0","2.9","5.1"
"Employer-Sponsored","2019","Appalachian","0 to 17","0% or more FPL","139,837","123,887","155,786","36.0","32.5","39.5"
"Employer-Sponsored","2019","Metropolitan","0 to 17","0% or more FPL","620,891","589,573","652,208","43.5","41.6","45.4"
"Employer-Sponsored","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","166,710","148,403","185,017","46.4","42.1","50.7"
"Employer-Sponsored","2019","Suburban","0 to 17","0% or more FPL","258,362","240,589","276,135","57.8","54.7","61.0"
"Medicaid","2019","Appalachian","0 to 17","0% or more FPL","208,824","191,047","226,600","53.8","50.2","57.3"
"Medicaid","2019","Metropolitan","0 to 17","0% or more FPL","642,821","610,011","675,631","45.0","43.1","47.0"
"Medicaid","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","147,695","127,499","167,891","41.1","36.9","45.3"
"Medicaid","2019","Suburban","0 to 17","0% or more FPL","135,305","119,510","151,099","30.3","27.3","33.3"
"Other Insured","2019","Appalachian","0 to 17","0% or more FPL","23,456","18,681","28,230","6.0","4.8","7.3"
"Other Insured","2019","Metropolitan","0 to 17","0% or more FPL","84,951","68,857","101,045","6.0","4.9","7.1"
"Other Insured","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","27,032","20,318","33,746","7.5","5.6","9.4"
"Other Insured","2019","Suburban","0 to 17","0% or more FPL","39,409","30,471","48,346","8.8","6.9","10.7"
"Uninsured","2019","Appalachian","0 to 17","0% or more FPL","16,183","11,536","20,830","4.2","3.0","5.4"
"Uninsured","2019","Metropolitan","0 to 17","0% or more FPL","78,815","65,715","91,915","5.5","4.6","6.4"
"Uninsured","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","17,954","10,719","25,189","5.0","3.0","7.0"
"Uninsured","2019","Suburban","0 to 17","0% or more FPL","13,885","9,187","18,582","3.1","2.1","4.1"
"Employer-Sponsored","2021","Appalachian","0 to 17","0% or more FPL","124,768","113,513","136,023","32.8","29.7","35.9"
"Employer-Sponsored","2021","Metropolitan","0 to 17","0% or more FPL","612,795","587,196","638,394","42.7","40.9","44.5"
"Employer-Sponsored","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","165,141","152,848","177,433","46.3","42.7","50.0"
"Employer-Sponsored","2021","Suburban","0 to 17","0% or more FPL","248,542","232,079","265,004","55.2","51.8","58.7"
"Medicaid","2021","Appalachian","0 to 17","0% or more FPL","221,745","203,853","239,636","58.3","54.9","61.7"
"Medicaid","2021","Metropolitan","0 to 17","0% or more FPL","708,229","670,073","746,385","49.3","47.4","51.3"
"Medicaid","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","159,725","141,490","177,960","44.8","41.0","48.6"
"Medicaid","2021","Suburban","0 to 17","0% or more FPL","161,220","142,422","180,017","35.8","32.4","39.3"
"Other Insured","2021","Appalachian","0 to 17","0% or more FPL","23,055","13,765","32,346","6.1","3.7","8.4"
"Other Insured","2021","Metropolitan","0 to 17","0% or more FPL","78,980","67,235","90,726","5.5","4.7","6.3"
"Other Insured","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","20,873","15,182","26,564","5.9","4.3","7.5"
"Other Insured","2021","Suburban","0 to 17","0% or more FPL","34,131","26,447","41,815","7.6","5.9","9.3"
"Uninsured","2021","Appalachian","0 to 17","0% or more FPL","10,897","6,780","15,014","2.9","1.8","3.9"
"Uninsured","2021","Metropolitan","0 to 17","0% or more FPL","35,124","26,660","43,589","2.4","1.9","3.0"
"Uninsured","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","10,709","6,917","14,501","3.0","1.9","4.1"
"Uninsured","2021","Suburban","0 to 17","0% or more FPL","6,092","3,263","8,920","1.4","0.7","2.0"
