"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"0-5","2019","Metropolitan","0 to 17","0% or more FPL","442,668","413,916","471,420","31.0","29.2","32.8"
"0-5","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","129,085","110,384","147,786","35.9","31.6","40.2"
"0-5","2019","Suburban","0 to 17","0% or more FPL","132,992","117,208","148,775","29.8","26.8","32.7"
"6-11","2019","Appalachian","0 to 17","0% or more FPL","146,986","128,511","165,461","37.9","34.1","41.6"
"6-11","2019","Metropolitan","0 to 17","0% or more FPL","480,792","448,665","512,920","33.7","31.7","35.6"
"6-11","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","100,605","86,992","114,219","28.0","24.6","31.4"
"6-11","2019","Suburban","0 to 17","0% or more FPL","128,276","113,689","142,863","28.7","25.9","31.5"
"12-17","2019","Appalachian","0 to 17","0% or more FPL","127,495","114,931","140,059","32.8","29.6","36.1"
"12-17","2019","Metropolitan","0 to 17","0% or more FPL","504,018","475,500","532,535","35.3","33.4","37.2"
"12-17","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","129,700","112,034","147,366","36.1","31.9","40.3"
"12-17","2019","Suburban","0 to 17","0% or more FPL","185,692","170,789","200,595","41.5","38.5","44.6"
"0-5","2021","Appalachian","0 to 17","0% or more FPL","129,988","115,089","144,886","34.2","30.7","37.6"
"0-5","2021","Metropolitan","0 to 17","0% or more FPL","461,008","433,926","488,091","32.1","30.4","33.9"
"0-5","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","114,497","100,831","128,163","32.1","28.6","35.6"
"0-5","2021","Suburban","0 to 17","0% or more FPL","121,659","107,352","135,966","27.0","24.0","30.0"
"6-11","2021","Appalachian","0 to 17","0% or more FPL","115,341","100,913","129,769","30.3","26.9","33.7"
"6-11","2021","Metropolitan","0 to 17","0% or more FPL","463,747","433,715","493,778","32.3","30.5","34.2"
"6-11","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","122,815","107,541","138,089","34.5","30.8","38.1"
"6-11","2021","Suburban","0 to 17","0% or more FPL","160,878","143,410","178,345","35.8","32.4","39.1"
"12-17","2021","Appalachian","0 to 17","0% or more FPL","135,136","122,323","147,950","35.5","32.3","38.8"
"12-17","2021","Metropolitan","0 to 17","0% or more FPL","510,374","480,006","540,741","35.6","33.7","37.4"
"12-17","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","119,135","106,699","131,572","33.4","30.0","36.8"
"12-17","2021","Suburban","0 to 17","0% or more FPL","167,447","151,654","183,241","37.2","34.0","40.5"
