"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Obese","2015","Rural Non-Appalachian","6 to 18","0% or more FPL","49,500","42,764","56,235","20.4","17.8","23.0"
"Obese","2015","Suburban","6 to 18","0% or more FPL","51,222","44,366","58,078","19.1","16.8","21.5"
"Underweight","2017","Appalachian","6 to 18","0% or more FPL","21,473","16,022","26,923","7.6","5.7","9.4"
"Underweight","2017","Metropolitan","6 to 18","0% or more FPL","69,517","60,305","78,728","8.2","7.2","9.3"
"Underweight","2017","Rural Non-Appalachian","6 to 18","0% or more FPL","22,691","17,863","27,520","8.8","7.0","10.6"
"Underweight","2017","Suburban","6 to 18","0% or more FPL","26,541","20,852","32,230","8.8","7.0","10.6"
"Healthy","2017","Appalachian","6 to 18","0% or more FPL","142,549","131,305","153,792","50.2","47.0","53.5"
"Healthy","2017","Metropolitan","6 to 18","0% or more FPL","443,402","423,111","463,692","52.5","50.6","54.5"
"Healthy","2017","Rural Non-Appalachian","6 to 18","0% or more FPL","127,842","117,249","138,435","49.5","46.2","52.7"
"Healthy","2017","Suburban","6 to 18","0% or more FPL","163,418","151,148","175,687","54.3","51.1","57.5"
"Overweight","2017","Appalachian","6 to 18","0% or more FPL","46,206","38,905","53,506","16.3","13.8","18.7"
"Overweight","2017","Metropolitan","6 to 18","0% or more FPL","131,098","118,547","143,648","15.5","14.1","16.9"
"Overweight","2017","Rural Non-Appalachian","6 to 18","0% or more FPL","44,008","37,177","50,840","17.0","14.5","19.5"
"Overweight","2017","Suburban","6 to 18","0% or more FPL","50,263","42,561","57,965","16.7","14.3","19.1"
"Obese","2017","Appalachian","6 to 18","0% or more FPL","73,637","64,290","82,985","25.9","23.0","28.9"
"Obese","2017","Metropolitan","6 to 18","0% or more FPL","200,209","184,866","215,552","23.7","22.1","25.4"
"Obese","2017","Rural Non-Appalachian","6 to 18","0% or more FPL","63,944","55,752","72,135","24.7","21.9","27.6"
"Obese","2017","Suburban","6 to 18","0% or more FPL","60,789","52,021","69,557","20.2","17.6","22.8"
"Underweight","2019","Appalachian","6 to 18","0% or more FPL","28,567","18,829","38,304","11.3","7.6","15.0"
"Underweight","2019","Metropolitan","6 to 18","0% or more FPL","88,098","74,169","102,028","9.6","8.1","11.1"
"Underweight","2019","Rural Non-Appalachian","6 to 18","0% or more FPL","15,569","11,785","19,352","6.9","5.2","8.7"
"Underweight","2019","Suburban","6 to 18","0% or more FPL","24,756","17,469","32,042","8.1","5.8","10.5"
"Healthy","2019","Appalachian","6 to 18","0% or more FPL","127,292","113,957","140,627","50.4","46.2","54.7"
"Healthy","2019","Metropolitan","6 to 18","0% or more FPL","469,736","440,123","499,350","51.2","48.6","53.8"
"Healthy","2019","Rural Non-Appalachian","6 to 18","0% or more FPL","124,550","105,113","143,986","55.5","50.7","60.3"
"Healthy","2019","Suburban","6 to 18","0% or more FPL","165,359","148,742","181,977","54.3","49.9","58.8"
"Overweight","2019","Appalachian","6 to 18","0% or more FPL","24,785","19,462","30,107","9.8","7.7","11.9"
"Overweight","2019","Metropolitan","6 to 18","0% or more FPL","143,200","126,874","159,526","15.6","13.9","17.3"
"Overweight","2019","Rural Non-Appalachian","6 to 18","0% or more FPL","31,870","26,058","37,683","14.2","11.5","16.8"
"Overweight","2019","Suburban","6 to 18","0% or more FPL","47,099","36,531","57,668","15.5","12.1","18.9"
"Obese","2019","Appalachian","6 to 18","0% or more FPL","71,757","58,081","85,432","28.4","23.7","33.1"
"Obese","2019","Metropolitan","6 to 18","0% or more FPL","216,635","193,451","239,820","23.6","21.3","25.9"
"Obese","2019","Rural Non-Appalachian","6 to 18","0% or more FPL","52,578","43,546","61,610","23.4","19.6","27.2"
"Obese","2019","Suburban","6 to 18","0% or more FPL","67,146","56,668","77,625","22.1","19.0","25.2"
"Underweight","2021","Appalachian","6 to 18","0% or more FPL","12,145","7,273","17,017","4.6","2.8","6.4"
"Underweight","2021","Metropolitan","6 to 18","0% or more FPL","79,172","66,157","92,186","8.0","6.7","9.3"
"Underweight","2021","Rural Non-Appalachian","6 to 18","0% or more FPL","14,794","9,582","20,006","5.9","3.9","8.0"
"Underweight","2021","Suburban","6 to 18","0% or more FPL","17,519","11,860","23,179","5.3","3.6","7.0"
"Healthy","2021","Appalachian","6 to 18","0% or more FPL","137,505","123,096","151,914","52.0","47.9","56.2"
"Healthy","2021","Metropolitan","6 to 18","0% or more FPL","533,948","503,421","564,474","53.8","51.4","56.1"
"Healthy","2021","Rural Non-Appalachian","6 to 18","0% or more FPL","117,868","104,570","131,167","47.3","42.9","51.6"
"Healthy","2021","Suburban","6 to 18","0% or more FPL","199,541","182,828","216,253","60.1","56.2","63.9"
"Overweight","2021","Appalachian","6 to 18","0% or more FPL","40,185","31,975","48,394","15.2","12.2","18.2"
"Overweight","2021","Metropolitan","6 to 18","0% or more FPL","155,181","137,398","172,963","15.6","13.9","17.3"
"Overweight","2021","Rural Non-Appalachian","6 to 18","0% or more FPL","49,297","39,537","59,058","19.8","16.2","23.4"
"Overweight","2021","Suburban","6 to 18","0% or more FPL","51,756","40,552","62,959","15.6","12.5","18.7"
"Obese","2021","Appalachian","6 to 18","0% or more FPL","74,491","64,005","84,977","28.2","24.5","31.8"
"Obese","2021","Metropolitan","6 to 18","0% or more FPL","224,794","202,460","247,129","22.6","20.6","24.7"
"Obese","2021","Rural Non-Appalachian","6 to 18","0% or more FPL","67,342","56,375","78,309","27.0","23.1","31.0"
"Obese","2021","Suburban","6 to 18","0% or more FPL","63,466","52,466","74,467","19.1","16.0","22.2"
