"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"19-24","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","122,275","102,227","142,322","10.8","9.1","12.4"
"19-24","2012","Suburban","19 Years and Older","0% or more FPL","124,885","103,879","145,891","8.8","7.4","10.2"
"25-34","2012","Appalachian","19 Years and Older","0% or more FPL","221,826","198,188","245,464","16.3","14.8","17.9"
"25-34","2012","Metropolitan","19 Years and Older","0% or more FPL","789,542","742,622","836,461","16.7","15.8","17.6"
"25-34","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","189,203","166,747","211,660","16.6","14.9","18.4"
"25-34","2012","Suburban","19 Years and Older","0% or more FPL","209,388","183,941","234,834","14.7","13.1","16.4"
"35-44","2012","Appalachian","19 Years and Older","0% or more FPL","240,335","218,947","261,723","17.7","16.2","19.1"
"35-44","2012","Metropolitan","19 Years and Older","0% or more FPL","791,580","750,404","832,756","16.8","16.0","17.6"
"35-44","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","187,773","167,635","207,911","16.5","14.9","18.1"
"35-44","2012","Suburban","19 Years and Older","0% or more FPL","260,143","234,860","285,427","18.3","16.7","19.9"
"45-54","2012","Appalachian","19 Years and Older","0% or more FPL","272,549","252,456","292,642","20.1","18.7","21.4"
"45-54","2012","Metropolitan","19 Years and Older","0% or more FPL","932,411","892,757","972,064","19.7","19.0","20.5"
"45-54","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","236,357","216,365","256,349","20.8","19.2","22.4"
"45-54","2012","Suburban","19 Years and Older","0% or more FPL","300,875","276,918","324,832","21.2","19.6","22.7"
"55-64","2012","Appalachian","19 Years and Older","0% or more FPL","227,780","212,991","242,569","16.8","15.7","17.9"
"55-64","2012","Metropolitan","19 Years and Older","0% or more FPL","798,304","768,619","827,989","16.9","16.3","17.6"
"55-64","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","182,685","167,986","197,385","16.1","14.8","17.4"
"55-64","2012","Suburban","19 Years and Older","0% or more FPL","243,496","226,208","260,784","17.1","15.9","18.4"
"65-74","2012","Appalachian","19 Years and Older","0% or more FPL","147,112","136,853","157,371","10.8","10.0","11.6"
"65-74","2012","Metropolitan","19 Years and Older","0% or more FPL","490,670","469,249","512,091","10.4","9.9","10.9"
"65-74","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","124,458","113,565","135,350","10.9","10.0","11.9"
"65-74","2012","Suburban","19 Years and Older","0% or more FPL","154,975","142,220","167,730","10.9","10.0","11.8"
"75+","2012","Appalachian","19 Years and Older","0% or more FPL","99,912","92,378","107,446","7.4","6.8","7.9"
"75+","2012","Metropolitan","19 Years and Older","0% or more FPL","384,011","366,407","401,615","8.1","7.7","8.5"
"75+","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","93,869","86,028","101,711","8.3","7.5","9.0"
"75+","2012","Suburban","19 Years and Older","0% or more FPL","127,008","116,014","138,001","8.9","8.1","9.7"
"19-24","2015","Appalachian","19 Years and Older","0% or more FPL","144,212","130,851","157,573","9.8","8.9","10.6"
"19-24","2015","Metropolitan","19 Years and Older","0% or more FPL","528,853","502,626","555,080","11.0","10.5","11.5"
"19-24","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","117,229","105,938","128,519","10.1","9.2","11.1"
"19-24","2015","Suburban","19 Years and Older","0% or more FPL","160,212","146,345","174,079","11.7","10.8","12.7"
"25-34","2015","Appalachian","19 Years and Older","0% or more FPL","225,634","211,009","240,260","15.3","14.4","16.2"
"25-34","2015","Metropolitan","19 Years and Older","0% or more FPL","872,518","841,549","903,487","18.1","17.6","18.7"
"25-34","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","164,224","151,971","176,477","14.2","13.2","15.2"
"25-34","2015","Suburban","19 Years and Older","0% or more FPL","208,316","194,235","222,397","15.2","14.3","16.2"
"35-44","2015","Appalachian","19 Years and Older","0% or more FPL","244,668","229,507","259,828","16.6","15.6","17.6"
"35-44","2015","Metropolitan","19 Years and Older","0% or more FPL","764,038","735,527","792,549","15.9","15.3","16.4"
"35-44","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","187,311","173,921","200,700","16.2","15.1","17.3"
"35-44","2015","Suburban","19 Years and Older","0% or more FPL","211,041","197,213","224,869","15.4","14.5","16.4"
"45-54","2015","Appalachian","19 Years and Older","0% or more FPL","278,386","263,617","293,156","18.9","17.9","19.8"
"45-54","2015","Metropolitan","19 Years and Older","0% or more FPL","856,696","829,989","883,403","17.8","17.3","18.4"
"45-54","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","209,236","196,804","221,668","18.1","17.1","19.1"
"45-54","2015","Suburban","19 Years and Older","0% or more FPL","258,647","244,612","272,681","18.9","18.0","19.9"
"55-64","2015","Appalachian","19 Years and Older","0% or more FPL","270,848","258,535","283,161","18.4","17.5","19.2"
"55-64","2015","Metropolitan","19 Years and Older","0% or more FPL","843,122","819,997","866,247","17.5","17.0","18.0"
"55-64","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","226,414","214,879","237,950","19.6","18.6","20.6"
"55-64","2015","Suburban","19 Years and Older","0% or more FPL","235,881","224,823","246,939","17.3","16.4","18.1"
"65-74","2015","Appalachian","19 Years and Older","0% or more FPL","192,294","181,138","203,449","13.0","12.3","13.8"
"65-74","2015","Metropolitan","19 Years and Older","0% or more FPL","569,670","550,795","588,545","11.8","11.4","12.2"
"65-74","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","154,043","144,707","163,378","13.3","12.5","14.1"
"65-74","2015","Suburban","19 Years and Older","0% or more FPL","178,559","168,885","188,233","13.1","12.3","13.8"
"75+","2015","Appalachian","19 Years and Older","0% or more FPL","117,556","108,637","126,476","8.0","7.4","8.6"
"75+","2015","Metropolitan","19 Years and Older","0% or more FPL","374,139","358,361","389,917","7.8","7.4","8.1"
"75+","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","98,554","91,080","106,028","8.5","7.9","9.2"
"75+","2015","Suburban","19 Years and Older","0% or more FPL","114,354","106,162","122,547","8.4","7.8","9.0"
"19-24","2017","Appalachian","19 Years and Older","0% or more FPL","124,407","112,083","136,731","8.7","7.8","9.5"
"19-24","2017","Metropolitan","19 Years and Older","0% or more FPL","567,670","540,838","594,502","11.7","11.2","12.2"
"19-24","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","109,204","99,534","118,875","9.1","8.3","9.9"
"19-24","2017","Suburban","19 Years and Older","0% or more FPL","137,987","124,976","150,997","9.9","9.1","10.8"
"25-34","2017","Appalachian","19 Years and Older","0% or more FPL","212,900","198,226","227,575","14.8","13.9","15.8"
"25-34","2017","Metropolitan","19 Years and Older","0% or more FPL","925,673","893,769","957,578","19.1","18.5","19.7"
"25-34","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","162,948","151,181","174,716","13.6","12.7","14.5"
"25-34","2017","Suburban","19 Years and Older","0% or more FPL","201,730","186,771","216,689","14.5","13.5","15.5"
"35-44","2017","Appalachian","19 Years and Older","0% or more FPL","220,257","203,878","236,636","15.3","14.3","16.4"
"35-44","2017","Metropolitan","19 Years and Older","0% or more FPL","772,990","743,658","802,321","16.0","15.4","16.5"
"35-44","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","177,420","164,152","190,689","14.8","13.8","15.8"
"35-44","2017","Suburban","19 Years and Older","0% or more FPL","205,289","190,318","220,260","14.8","13.8","15.8"
"45-54","2017","Appalachian","19 Years and Older","0% or more FPL","268,381","250,884","285,878","18.7","17.6","19.8"
"45-54","2017","Metropolitan","19 Years and Older","0% or more FPL","792,765","764,251","821,279","16.4","15.8","16.9"
"45-54","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","214,187","199,343","229,031","17.9","16.7","19.0"
"45-54","2017","Suburban","19 Years and Older","0% or more FPL","275,070","258,113","292,026","19.8","18.7","20.9"
"55-64","2017","Appalachian","19 Years and Older","0% or more FPL","279,687","265,036","294,339","19.5","18.5","20.5"
"55-64","2017","Metropolitan","19 Years and Older","0% or more FPL","849,073","821,338","876,808","17.5","16.9","18.1"
"55-64","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","233,566","219,846","247,286","19.5","18.4","20.6"
"55-64","2017","Suburban","19 Years and Older","0% or more FPL","252,303","238,464","266,142","18.2","17.2","19.1"
"65-74","2017","Appalachian","19 Years and Older","0% or more FPL","196,239","184,123","208,354","13.7","12.8","14.5"
"65-74","2017","Metropolitan","19 Years and Older","0% or more FPL","565,238","541,805","588,672","11.7","11.2","12.2"
"65-74","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","178,403","166,655","190,152","14.9","13.9","15.9"
"65-74","2017","Suburban","19 Years and Older","0% or more FPL","190,908","179,671","202,146","13.7","12.9","14.6"
"75+","2017","Appalachian","19 Years and Older","0% or more FPL","134,046","123,447","144,645","9.3","8.6","10.1"
"75+","2017","Metropolitan","19 Years and Older","0% or more FPL","372,270","352,245","392,294","7.7","7.3","8.1"
"75+","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","123,329","113,540","133,117","10.3","9.5","11.1"
"75+","2017","Suburban","19 Years and Older","0% or more FPL","125,259","116,052","134,466","9.0","8.3","9.7"
"19-24","2019","Appalachian","19 Years and Older","0% or more FPL","120,450","100,768","140,132","8.8","7.4","10.1"
"19-24","2019","Metropolitan","19 Years and Older","0% or more FPL","537,494","504,326","570,662","11.0","10.3","11.6"
"19-24","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","119,379","95,286","143,473","10.2","8.3","12.1"
"19-24","2019","Suburban","19 Years and Older","0% or more FPL","134,983","120,091","149,875","9.0","8.0","9.9"
"25-34","2019","Appalachian","19 Years and Older","0% or more FPL","209,163","189,104","229,222","15.2","13.9","16.6"
"25-34","2019","Metropolitan","19 Years and Older","0% or more FPL","923,877","884,533","963,221","18.9","18.1","19.6"
"25-34","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","167,352","152,663","182,040","14.3","13.1","15.5"
"25-34","2019","Suburban","19 Years and Older","0% or more FPL","232,713","212,845","252,580","15.5","14.2","16.7"
"35-44","2019","Appalachian","19 Years and Older","0% or more FPL","188,902","173,057","204,747","13.8","12.7","14.9"
"35-44","2019","Metropolitan","19 Years and Older","0% or more FPL","796,589","757,560","835,618","16.3","15.5","17.0"
"35-44","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","183,459","163,906","203,012","15.7","14.1","17.3"
"35-44","2019","Suburban","19 Years and Older","0% or more FPL","227,813","209,380","246,247","15.1","14.0","16.3"
"45-54","2019","Appalachian","19 Years and Older","0% or more FPL","229,693","207,151","252,235","16.7","15.2","18.3"
"45-54","2019","Metropolitan","19 Years and Older","0% or more FPL","782,871","742,439","823,302","16.0","15.2","16.8"
"45-54","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","183,935","162,763","205,107","15.7","14.1","17.4"
"45-54","2019","Suburban","19 Years and Older","0% or more FPL","291,702","267,170","316,234","19.4","17.9","20.8"
"55-64","2019","Appalachian","19 Years and Older","0% or more FPL","290,323","269,244","311,401","21.2","19.7","22.6"
"55-64","2019","Metropolitan","19 Years and Older","0% or more FPL","828,112","791,619","864,605","16.9","16.2","17.6"
"55-64","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","217,621","198,645","236,596","18.6","17.1","20.2"
"55-64","2019","Suburban","19 Years and Older","0% or more FPL","276,749","258,270","295,227","18.4","17.2","19.6"
"65-74","2019","Appalachian","19 Years and Older","0% or more FPL","207,177","190,853","223,502","15.1","13.9","16.3"
"65-74","2019","Metropolitan","19 Years and Older","0% or more FPL","599,929","570,081","629,777","12.3","11.6","12.9"
"65-74","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","166,254","150,227","182,280","14.2","12.8","15.6"
"65-74","2019","Suburban","19 Years and Older","0% or more FPL","184,291","171,260","197,322","12.2","11.4","13.1"
"75+","2019","Appalachian","19 Years and Older","0% or more FPL","126,501","113,868","139,133","9.2","8.3","10.2"
"75+","2019","Metropolitan","19 Years and Older","0% or more FPL","424,568","399,031","450,105","8.7","8.1","9.2"
"75+","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","129,978","116,471","143,486","11.1","9.9","12.3"
"75+","2019","Suburban","19 Years and Older","0% or more FPL","157,465","144,034","170,896","10.5","9.6","11.4"
"19-24","2021","Appalachian","19 Years and Older","0% or more FPL","120,203","101,150","139,256","8.8","7.5","10.2"
"19-24","2021","Metropolitan","19 Years and Older","0% or more FPL","546,054","501,922","590,186","11.2","10.4","12.0"
"19-24","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","102,727","82,987","122,467","8.8","7.2","10.4"
"19-24","2021","Suburban","19 Years and Older","0% or more FPL","138,607","112,013","165,200","9.1","7.5","10.8"
"25-34","2021","Appalachian","19 Years and Older","0% or more FPL","203,690","184,452","222,927","15.0","13.7","16.3"
"25-34","2021","Metropolitan","19 Years and Older","0% or more FPL","925,836","884,336","967,336","19.0","18.2","19.7"
"25-34","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","188,362","168,034","208,690","16.2","14.6","17.7"
"25-34","2021","Suburban","19 Years and Older","0% or more FPL","218,850","198,507","239,192","14.4","13.2","15.7"
"35-44","2021","Appalachian","19 Years and Older","0% or more FPL","199,742","183,521","215,962","14.7","13.6","15.8"
"35-44","2021","Metropolitan","19 Years and Older","0% or more FPL","776,969","744,176","809,761","15.9","15.3","16.6"
"35-44","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","173,140","157,846","188,434","14.9","13.6","16.1"
"35-44","2021","Suburban","19 Years and Older","0% or more FPL","247,904","224,807","271,000","16.3","14.9","17.8"
"45-54","2021","Appalachian","19 Years and Older","0% or more FPL","243,177","224,807","261,547","17.9","16.6","19.2"
"45-54","2021","Metropolitan","19 Years and Older","0% or more FPL","776,601","746,605","806,598","15.9","15.3","16.5"
"45-54","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","203,224","187,335","219,113","17.4","16.1","18.8"
"45-54","2021","Suburban","19 Years and Older","0% or more FPL","262,263","242,915","281,611","17.3","16.0","18.5"
"55-64","2021","Appalachian","19 Years and Older","0% or more FPL","263,663","248,761","278,565","19.4","18.3","20.5"
"55-64","2021","Metropolitan","19 Years and Older","0% or more FPL","835,836","807,187","864,484","17.1","16.5","17.7"
"55-64","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","223,289","209,572","237,006","19.2","17.9","20.4"
"55-64","2021","Suburban","19 Years and Older","0% or more FPL","283,761","266,241","301,282","18.7","17.5","19.9"
"65-74","2021","Appalachian","19 Years and Older","0% or more FPL","196,791","185,798","207,784","14.5","13.6","15.4"
"65-74","2021","Metropolitan","19 Years and Older","0% or more FPL","626,010","605,267","646,754","12.8","12.4","13.3"
"65-74","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","174,403","164,364","184,443","15.0","14.0","15.9"
"65-74","2021","Suburban","19 Years and Older","0% or more FPL","214,234","200,930","227,538","14.1","13.2","15.1"
"75+","2021","Appalachian","19 Years and Older","0% or more FPL","131,529","121,487","141,571","9.7","8.9","10.4"
"75+","2021","Metropolitan","19 Years and Older","0% or more FPL","394,412","376,755","412,069","8.1","7.7","8.5"
"75+","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","100,483","92,538","108,429","8.6","7.9","9.3"
"75+","2021","Suburban","19 Years and Older","0% or more FPL","151,294","138,606","163,982","10.0","9.1","10.8"
