"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Overweight","2015","Metropolitan","19 Years and Older","0% or more FPL","1,535,887","1,500,811","1,570,962","34.1","33.4","34.8"
"Overweight","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","376,943","360,523","393,362","34.7","33.4","36.0"
"Overweight","2015","Suburban","19 Years and Older","0% or more FPL","452,692","434,622","470,762","35.8","34.5","37.0"
"Obese","2015","Appalachian","19 Years and Older","0% or more FPL","515,243","496,148","534,339","37.3","36.1","38.5"
"Obese","2015","Metropolitan","19 Years and Older","0% or more FPL","1,505,376","1,470,952","1,539,799","33.5","32.8","34.2"
"Obese","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","386,168","370,184","402,153","35.6","34.3","36.9"
"Obese","2015","Suburban","19 Years and Older","0% or more FPL","431,502","414,015","448,990","34.1","32.9","35.3"
"Underweight","2017","Appalachian","19 Years and Older","0% or more FPL","22,210","18,194","26,226","1.7","1.4","2.0"
"Underweight","2017","Metropolitan","19 Years and Older","0% or more FPL","87,367","76,770","97,964","2.0","1.7","2.2"
"Underweight","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","23,824","19,008","28,639","2.1","1.7","2.6"
"Underweight","2017","Suburban","19 Years and Older","0% or more FPL","24,703","19,513","29,892","1.9","1.5","2.3"
"Healthy","2017","Appalachian","19 Years and Older","0% or more FPL","349,241","331,577","366,905","26.5","25.2","27.7"
"Healthy","2017","Metropolitan","19 Years and Older","0% or more FPL","1,344,608","1,307,448","1,381,768","30.3","29.6","31.1"
"Healthy","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","296,327","280,182","312,472","26.6","25.3","27.9"
"Healthy","2017","Suburban","19 Years and Older","0% or more FPL","377,962","359,277","396,646","29.4","28.1","30.7"
"Overweight","2017","Appalachian","19 Years and Older","0% or more FPL","427,962","408,083","447,840","32.4","31.1","33.8"
"Overweight","2017","Metropolitan","19 Years and Older","0% or more FPL","1,486,231","1,448,929","1,523,532","33.5","32.7","34.3"
"Overweight","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","376,514","359,311","393,718","33.8","32.4","35.2"
"Overweight","2017","Suburban","19 Years and Older","0% or more FPL","434,268","414,580","453,956","33.7","32.4","35.1"
"Obese","2017","Appalachian","19 Years and Older","0% or more FPL","520,138","498,487","541,788","39.4","38.0","40.8"
"Obese","2017","Metropolitan","19 Years and Older","0% or more FPL","1,515,644","1,477,982","1,553,307","34.2","33.4","35.0"
"Obese","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","417,345","399,385","435,305","37.5","36.0","38.9"
"Obese","2017","Suburban","19 Years and Older","0% or more FPL","449,920","430,474","469,367","35.0","33.6","36.3"
"Underweight","2019","Appalachian","19 Years and Older","0% or more FPL","19,161","14,379","23,942","1.5","1.1","1.9"
"Underweight","2019","Metropolitan","19 Years and Older","0% or more FPL","98,061","86,103","110,019","2.2","1.9","2.4"
"Underweight","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","31,741","20,472","43,010","2.9","1.9","3.9"
"Underweight","2019","Suburban","19 Years and Older","0% or more FPL","25,961","19,943","31,979","1.8","1.4","2.3"
"Healthy","2019","Appalachian","19 Years and Older","0% or more FPL","338,336","311,885","364,788","26.2","24.4","28.0"
"Healthy","2019","Metropolitan","19 Years and Older","0% or more FPL","1,322,402","1,275,114","1,369,691","29.1","28.2","30.1"
"Healthy","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","285,959","265,464","306,453","26.1","24.2","27.9"
"Healthy","2019","Suburban","19 Years and Older","0% or more FPL","380,167","356,849","403,485","27.1","25.6","28.5"
"Overweight","2019","Appalachian","19 Years and Older","0% or more FPL","455,106","425,772","484,441","35.3","33.3","37.2"
"Overweight","2019","Metropolitan","19 Years and Older","0% or more FPL","1,492,912","1,444,070","1,541,754","32.9","31.9","33.9"
"Overweight","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","379,360","346,511","412,208","34.6","32.2","36.9"
"Overweight","2019","Suburban","19 Years and Older","0% or more FPL","489,862","462,843","516,880","34.9","33.2","36.5"
"Obese","2019","Appalachian","19 Years and Older","0% or more FPL","478,070","453,866","502,274","37.0","35.2","38.8"
"Obese","2019","Metropolitan","19 Years and Older","0% or more FPL","1,624,334","1,571,641","1,677,027","35.8","34.8","36.8"
"Obese","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","400,332","376,634","424,030","36.5","34.4","38.5"
"Obese","2019","Suburban","19 Years and Older","0% or more FPL","508,842","482,544","535,140","36.2","34.6","37.8"
"Underweight","2021","Appalachian","19 Years and Older","0% or more FPL","21,270","15,967","26,573","1.7","1.3","2.1"
"Underweight","2021","Metropolitan","19 Years and Older","0% or more FPL","108,604","92,358","124,850","2.4","2.0","2.7"
"Underweight","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","17,723","11,354","24,091","1.6","1.0","2.2"
"Underweight","2021","Suburban","19 Years and Older","0% or more FPL","22,544","15,236","29,852","1.6","1.1","2.1"
"Healthy","2021","Appalachian","19 Years and Older","0% or more FPL","307,344","287,559","327,128","24.2","22.7","25.6"
"Healthy","2021","Metropolitan","19 Years and Older","0% or more FPL","1,270,964","1,228,948","1,312,981","28.0","27.2","28.9"
"Healthy","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","273,465","250,654","296,276","25.0","23.2","26.9"
"Healthy","2021","Suburban","19 Years and Older","0% or more FPL","385,798","362,400","409,196","27.5","25.9","29.1"
"Overweight","2021","Appalachian","19 Years and Older","0% or more FPL","405,246","383,035","427,457","31.9","30.3","33.5"
"Overweight","2021","Metropolitan","19 Years and Older","0% or more FPL","1,431,123","1,388,858","1,473,388","31.5","30.7","32.4"
"Overweight","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","341,696","322,727","360,665","31.3","29.6","33.0"
"Overweight","2021","Suburban","19 Years and Older","0% or more FPL","447,377","422,495","472,258","31.9","30.2","33.5"
"Obese","2021","Appalachian","19 Years and Older","0% or more FPL","536,405","511,767","561,044","42.2","40.6","43.9"
"Obese","2021","Metropolitan","19 Years and Older","0% or more FPL","1,725,558","1,677,926","1,773,189","38.0","37.1","38.9"
"Obese","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","458,962","436,619","481,304","42.0","40.2","43.9"
"Obese","2021","Suburban","19 Years and Older","0% or more FPL","547,472","516,251","578,693","39.0","37.2","40.8"
