"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Medicare Only","2015","Metropolitan","19 Years and Older","0% or more FPL","958,215","933,769","982,662","19.9","19.4","20.4"
"Medicare Only","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","269,477","257,413","281,541","23.3","22.3","24.3"
"Medicare Only","2015","Suburban","19 Years and Older","0% or more FPL","295,863","283,210","308,517","21.6","20.7","22.6"
"Other Insured","2015","Appalachian","19 Years and Older","0% or more FPL","103,339","93,264","113,414","7.0","6.3","7.7"
"Other Insured","2015","Metropolitan","19 Years and Older","0% or more FPL","324,425","305,388","343,462","6.7","6.4","7.1"
"Other Insured","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","83,975","75,296","92,654","7.3","6.5","8.0"
"Other Insured","2015","Suburban","19 Years and Older","0% or more FPL","96,105","86,690","105,519","7.0","6.4","7.7"
"Uninsured","2015","Appalachian","19 Years and Older","0% or more FPL","135,600","124,177","147,023","9.2","8.5","10.0"
"Uninsured","2015","Metropolitan","19 Years and Older","0% or more FPL","423,700","402,683","444,718","8.8","8.4","9.2"
"Uninsured","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","93,847","84,518","103,176","8.1","7.3","8.9"
"Uninsured","2015","Suburban","19 Years and Older","0% or more FPL","111,415","101,071","121,759","8.2","7.4","8.9"
"Employer-Sponsored","2017","Appalachian","19 Years and Older","0% or more FPL","532,458","509,385","555,531","37.1","35.7","38.4"
"Employer-Sponsored","2017","Metropolitan","19 Years and Older","0% or more FPL","1,972,259","1,929,702","2,014,816","40.7","39.9","41.5"
"Employer-Sponsored","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","500,069","479,236","520,903","41.7","40.3","43.1"
"Employer-Sponsored","2017","Suburban","19 Years and Older","0% or more FPL","640,475","616,198","664,753","46.1","44.8","47.5"
"Medicaid Only","2017","Appalachian","19 Years and Older","0% or more FPL","239,541","224,528","254,553","16.7","15.7","17.7"
"Medicaid Only","2017","Metropolitan","19 Years and Older","0% or more FPL","833,576","803,265","863,887","17.2","16.6","17.8"
"Medicaid Only","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","144,068","133,109","155,027","12.0","11.1","12.9"
"Medicaid Only","2017","Suburban","19 Years and Older","0% or more FPL","143,789","131,505","156,073","10.4","9.5","11.2"
"Dual, Medicaid and Medicare","2017","Appalachian","19 Years and Older","0% or more FPL","70,072","62,796","77,348","4.9","4.4","5.4"
"Dual, Medicaid and Medicare","2017","Metropolitan","19 Years and Older","0% or more FPL","220,297","206,313","234,281","4.5","4.3","4.8"
"Dual, Medicaid and Medicare","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","44,844","39,435","50,252","3.7","3.3","4.2"
"Dual, Medicaid and Medicare","2017","Suburban","19 Years and Older","0% or more FPL","42,558","37,634","47,482","3.1","2.7","3.4"
"Medicare Only","2017","Appalachian","19 Years and Older","0% or more FPL","340,375","324,849","355,900","23.7","22.6","24.8"
"Medicare Only","2017","Metropolitan","19 Years and Older","0% or more FPL","973,597","944,641","1,002,553","20.1","19.5","20.7"
"Medicare Only","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","310,022","295,606","324,439","25.9","24.7","27.0"
"Medicare Only","2017","Suburban","19 Years and Older","0% or more FPL","334,975","320,397","349,554","24.1","23.1","25.2"
"Other Insured","2017","Appalachian","19 Years and Older","0% or more FPL","140,016","127,328","152,704","9.8","8.9","10.6"
"Other Insured","2017","Metropolitan","19 Years and Older","0% or more FPL","467,363","444,615","490,112","9.6","9.2","10.1"
"Other Insured","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","116,492","106,032","126,951","9.7","8.9","10.6"
"Other Insured","2017","Suburban","19 Years and Older","0% or more FPL","140,292","128,079","152,504","10.1","9.3","10.9"
"Uninsured","2017","Appalachian","19 Years and Older","0% or more FPL","113,456","102,108","124,803","7.9","7.1","8.7"
"Uninsured","2017","Metropolitan","19 Years and Older","0% or more FPL","378,587","357,296","399,878","7.8","7.4","8.2"
"Uninsured","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","83,563","74,612","92,514","7.0","6.2","7.7"
"Uninsured","2017","Suburban","19 Years and Older","0% or more FPL","86,456","76,358","96,554","6.2","5.5","6.9"
"Employer-Sponsored","2019","Appalachian","19 Years and Older","0% or more FPL","495,014","461,574","528,455","36.1","34.1","38.0"
"Employer-Sponsored","2019","Metropolitan","19 Years and Older","0% or more FPL","1,960,356","1,898,910","2,021,801","40.1","39.1","41.1"
"Employer-Sponsored","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","495,239","463,830","526,649","42.4","40.2","44.6"
"Employer-Sponsored","2019","Suburban","19 Years and Older","0% or more FPL","673,482","641,803","705,160","44.7","43.1","46.3"
"Medicaid Only","2019","Appalachian","19 Years and Older","0% or more FPL","210,854","195,507","226,202","15.4","14.3","16.5"
"Medicaid Only","2019","Metropolitan","19 Years and Older","0% or more FPL","737,118","705,384","768,851","15.1","14.4","15.7"
"Medicaid Only","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","117,905","105,832","129,979","10.1","9.1","11.1"
"Medicaid Only","2019","Suburban","19 Years and Older","0% or more FPL","152,333","137,030","167,636","10.1","9.1","11.1"
"Dual, Medicaid and Medicare","2019","Appalachian","19 Years and Older","0% or more FPL","60,328","52,884","67,772","4.4","3.8","4.9"
"Dual, Medicaid and Medicare","2019","Metropolitan","19 Years and Older","0% or more FPL","215,960","202,367","229,552","4.4","4.1","4.7"
"Dual, Medicaid and Medicare","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","42,594","36,126","49,063","3.6","3.1","4.2"
"Dual, Medicaid and Medicare","2019","Suburban","19 Years and Older","0% or more FPL","43,539","38,174","48,904","2.9","2.5","3.3"
"Medicare Only","2019","Appalachian","19 Years and Older","0% or more FPL","360,920","340,961","380,880","26.3","24.8","27.8"
"Medicare Only","2019","Metropolitan","19 Years and Older","0% or more FPL","1,045,231","1,007,589","1,082,872","21.4","20.6","22.1"
"Medicare Only","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","293,064","275,330","310,799","25.1","23.5","26.7"
"Medicare Only","2019","Suburban","19 Years and Older","0% or more FPL","360,473","341,433","379,514","23.9","22.7","25.2"
"Other Insured","2019","Appalachian","19 Years and Older","0% or more FPL","137,531","119,138","155,924","10.0","8.7","11.3"
"Other Insured","2019","Metropolitan","19 Years and Older","0% or more FPL","442,001","414,911","469,091","9.0","8.5","9.6"
"Other Insured","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","125,938","101,304","150,573","10.8","8.8","12.7"
"Other Insured","2019","Suburban","19 Years and Older","0% or more FPL","164,633","146,511","182,755","10.9","9.8","12.1"
"Uninsured","2019","Appalachian","19 Years and Older","0% or more FPL","107,560","95,979","119,140","7.8","7.0","8.7"
"Uninsured","2019","Metropolitan","19 Years and Older","0% or more FPL","492,774","462,054","523,495","10.1","9.5","10.7"
"Uninsured","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","93,236","81,111","105,362","8.0","7.0","9.0"
"Uninsured","2019","Suburban","19 Years and Older","0% or more FPL","111,256","97,794","124,718","7.4","6.5","8.3"
"Employer-Sponsored","2021","Appalachian","19 Years and Older","0% or more FPL","481,843","457,934","505,751","35.5","33.9","37.0"
"Employer-Sponsored","2021","Metropolitan","19 Years and Older","0% or more FPL","1,965,295","1,918,615","2,011,975","40.3","39.4","41.1"
"Employer-Sponsored","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","504,085","481,218","526,952","43.2","41.5","45.0"
"Employer-Sponsored","2021","Suburban","19 Years and Older","0% or more FPL","721,043","686,879","755,206","47.5","45.8","49.3"
"Medicaid Only","2021","Appalachian","19 Years and Older","0% or more FPL","269,896","250,220","289,572","19.9","18.5","21.2"
"Medicaid Only","2021","Metropolitan","19 Years and Older","0% or more FPL","961,326","917,074","1,005,578","19.7","18.9","20.5"
"Medicaid Only","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","174,558","157,014","192,103","15.0","13.6","16.4"
"Medicaid Only","2021","Suburban","19 Years and Older","0% or more FPL","160,779","142,909","178,650","10.6","9.5","11.7"
"Dual, Medicaid and Medicare","2021","Appalachian","19 Years and Older","0% or more FPL","76,714","68,163","85,264","5.6","5.0","6.3"
"Dual, Medicaid and Medicare","2021","Metropolitan","19 Years and Older","0% or more FPL","242,791","229,156","256,426","5.0","4.7","5.3"
"Dual, Medicaid and Medicare","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","48,603","42,526","54,679","4.2","3.6","4.7"
"Dual, Medicaid and Medicare","2021","Suburban","19 Years and Older","0% or more FPL","45,844","39,421","52,268","3.0","2.6","3.5"
"Medicare Only","2021","Appalachian","19 Years and Older","0% or more FPL","306,248","292,201","320,295","22.5","21.4","23.7"
"Medicare Only","2021","Metropolitan","19 Years and Older","0% or more FPL","958,582","931,388","985,775","19.6","19.0","20.2"
"Medicare Only","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","262,612","249,973","275,252","22.5","21.3","23.8"
"Medicare Only","2021","Suburban","19 Years and Older","0% or more FPL","357,394","338,634","376,154","23.6","22.3","24.9"
"Other Insured","2021","Appalachian","19 Years and Older","0% or more FPL","119,658","103,856","135,459","8.8","7.7","9.9"
"Other Insured","2021","Metropolitan","19 Years and Older","0% or more FPL","441,219","411,203","471,235","9.0","8.4","9.6"
"Other Insured","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","110,215","92,769","127,661","9.5","8.0","10.9"
"Other Insured","2021","Suburban","19 Years and Older","0% or more FPL","142,465","126,967","157,962","9.4","8.4","10.4"
"Uninsured","2021","Appalachian","19 Years and Older","0% or more FPL","104,435","90,176","118,694","7.7","6.7","8.7"
"Uninsured","2021","Metropolitan","19 Years and Older","0% or more FPL","312,507","285,022","339,991","6.4","5.9","6.9"
"Uninsured","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","65,556","51,596","79,516","5.6","4.5","6.8"
"Uninsured","2021","Suburban","19 Years and Older","0% or more FPL","89,388","70,963","107,812","5.9","4.7","7.1"
