"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"75-100% FPL","2012","Metropolitan","19 Years and Older","0% or more FPL","295,573","270,473","320,672","6.3","5.7","6.8"
"75-100% FPL","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","64,401","52,626","76,175","5.7","4.7","6.7"
"75-100% FPL","2012","Suburban","19 Years and Older","0% or more FPL","65,785","54,212","77,359","4.6","3.8","5.4"
"100-138% FPL","2012","Appalachian","19 Years and Older","0% or more FPL","135,989","121,281","150,696","10.0","9.0","11.1"
"100-138% FPL","2012","Metropolitan","19 Years and Older","0% or more FPL","437,926","408,345","467,506","9.3","8.7","9.9"
"100-138% FPL","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","105,129","90,686","119,573","9.2","8.0","10.5"
"100-138% FPL","2012","Suburban","19 Years and Older","0% or more FPL","110,127","94,580","125,675","7.8","6.7","8.8"
"138-206% FPL","2012","Appalachian","19 Years and Older","0% or more FPL","208,090","189,756","226,424","15.3","14.0","16.6"
"138-206% FPL","2012","Metropolitan","19 Years and Older","0% or more FPL","556,800","524,537","589,063","11.8","11.1","12.5"
"138-206% FPL","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","163,038","145,648","180,428","14.3","12.9","15.8"
"138-206% FPL","2012","Suburban","19 Years and Older","0% or more FPL","157,552","139,652","175,453","11.1","9.9","12.3"
"206-250% FPL","2012","Appalachian","19 Years and Older","0% or more FPL","101,747","89,273","114,222","7.5","6.6","8.4"
"206-250% FPL","2012","Metropolitan","19 Years and Older","0% or more FPL","320,885","295,346","346,424","6.8","6.3","7.3"
"206-250% FPL","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","95,899","82,071","109,726","8.4","7.3","9.6"
"206-250% FPL","2012","Suburban","19 Years and Older","0% or more FPL","107,687","92,890","122,484","7.6","6.6","8.6"
"250-400% FPL","2012","Appalachian","19 Years and Older","0% or more FPL","270,755","249,467","292,043","19.9","18.5","21.4"
"250-400% FPL","2012","Metropolitan","19 Years and Older","0% or more FPL","835,735","796,776","874,694","17.7","16.9","18.5"
"250-400% FPL","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","251,841","230,579","273,103","22.2","20.5","23.9"
"250-400% FPL","2012","Suburban","19 Years and Older","0% or more FPL","306,427","281,184","331,670","21.6","19.9","23.2"
"400% or more FPL","2012","Appalachian","19 Years and Older","0% or more FPL","300,504","279,338","321,670","22.1","20.7","23.6"
"400% or more FPL","2012","Metropolitan","19 Years and Older","0% or more FPL","1,382,439","1,335,235","1,429,642","29.3","28.4","30.2"
"400% or more FPL","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","304,347","282,389","326,306","26.8","25.0","28.5"
"400% or more FPL","2012","Suburban","19 Years and Older","0% or more FPL","502,615","472,746","532,485","35.4","33.6","37.2"
"0-75% FPL","2015","Appalachian","19 Years and Older","0% or more FPL","190,301","177,903","202,698","12.9","12.1","13.7"
"0-75% FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","611,545","587,611","635,479","12.7","12.2","13.2"
"0-75% FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","109,954","100,651","119,257","9.5","8.7","10.3"
"0-75% FPL","2015","Suburban","19 Years and Older","0% or more FPL","114,546","104,994","124,098","8.4","7.7","9.1"
"75-100% FPL","2015","Appalachian","19 Years and Older","0% or more FPL","93,310","84,613","102,007","6.3","5.7","6.9"
"75-100% FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","271,321","255,851","286,791","5.6","5.3","6.0"
"75-100% FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","56,610","50,159","63,062","4.9","4.3","5.4"
"75-100% FPL","2015","Suburban","19 Years and Older","0% or more FPL","55,852","49,239","62,465","4.1","3.6","4.6"
"100-138% FPL","2015","Appalachian","19 Years and Older","0% or more FPL","161,962","150,302","173,621","11.0","10.2","11.8"
"100-138% FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","442,938","422,288","463,588","9.2","8.8","9.6"
"100-138% FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","102,034","93,040","111,028","8.8","8.1","9.6"
"100-138% FPL","2015","Suburban","19 Years and Older","0% or more FPL","112,827","103,215","122,440","8.3","7.6","8.9"
"138-206% FPL","2015","Appalachian","19 Years and Older","0% or more FPL","244,074","229,878","258,270","16.6","15.6","17.5"
"138-206% FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","684,049","658,761","709,337","14.2","13.7","14.7"
"138-206% FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","182,181","170,612","193,749","15.7","14.8","16.7"
"138-206% FPL","2015","Suburban","19 Years and Older","0% or more FPL","206,407","193,261","219,552","15.1","14.2","16.0"
"206-250% FPL","2015","Appalachian","19 Years and Older","0% or more FPL","108,003","98,021","117,984","7.3","6.7","8.0"
"206-250% FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","308,821","291,313","326,328","6.4","6.1","6.8"
"206-250% FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","93,009","84,004","102,014","8.0","7.3","8.8"
"206-250% FPL","2015","Suburban","19 Years and Older","0% or more FPL","94,692","85,790","103,593","6.9","6.3","7.6"
"250-400% FPL","2015","Appalachian","19 Years and Older","0% or more FPL","333,060","316,512","349,608","22.6","21.6","23.6"
"250-400% FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","1,024,012","993,606","1,054,418","21.3","20.7","21.9"
"250-400% FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","288,846","274,230","303,463","25.0","23.8","26.1"
"250-400% FPL","2015","Suburban","19 Years and Older","0% or more FPL","331,081","315,049","347,114","24.2","23.2","25.3"
"400% or more FPL","2015","Appalachian","19 Years and Older","0% or more FPL","342,890","327,077","358,704","23.3","22.3","24.3"
"400% or more FPL","2015","Metropolitan","19 Years and Older","0% or more FPL","1,466,350","1,432,486","1,500,214","30.5","29.8","31.1"
"400% or more FPL","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","324,376","308,861","339,892","28.0","26.8","29.2"
"400% or more FPL","2015","Suburban","19 Years and Older","0% or more FPL","451,605","434,005","469,206","33.0","31.9","34.2"
"0-75% FPL","2017","Appalachian","19 Years and Older","0% or more FPL","178,218","165,079","191,356","12.4","11.5","13.3"
"0-75% FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","615,788","590,121","641,455","12.7","12.2","13.2"
"0-75% FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","103,251","93,873","112,630","8.6","7.8","9.4"
"0-75% FPL","2017","Suburban","19 Years and Older","0% or more FPL","108,967","98,598","119,335","7.8","7.1","8.6"
"75-100% FPL","2017","Appalachian","19 Years and Older","0% or more FPL","120,647","109,893","131,400","8.4","7.7","9.1"
"75-100% FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","421,151","399,287","443,014","8.7","8.3","9.1"
"75-100% FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","78,409","70,003","86,816","6.5","5.9","7.2"
"75-100% FPL","2017","Suburban","19 Years and Older","0% or more FPL","82,964","73,632","92,297","6.0","5.3","6.6"
"100-138% FPL","2017","Appalachian","19 Years and Older","0% or more FPL","169,772","156,762","182,783","11.8","10.9","12.7"
"100-138% FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","492,327","468,210","516,445","10.2","9.7","10.6"
"100-138% FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","127,451","116,893","138,009","10.6","9.8","11.5"
"100-138% FPL","2017","Suburban","19 Years and Older","0% or more FPL","121,733","111,283","132,184","8.8","8.0","9.5"
"138-206% FPL","2017","Appalachian","19 Years and Older","0% or more FPL","210,542","195,878","225,207","14.7","13.7","15.6"
"138-206% FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","612,000","585,692","638,307","12.6","12.1","13.2"
"138-206% FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","177,197","164,430","189,964","14.8","13.8","15.8"
"138-206% FPL","2017","Suburban","19 Years and Older","0% or more FPL","184,342","170,391","198,293","13.3","12.3","14.2"
"206-250% FPL","2017","Appalachian","19 Years and Older","0% or more FPL","148,658","135,948","161,369","10.4","9.5","11.2"
"206-250% FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","426,474","404,319","448,628","8.8","8.4","9.3"
"206-250% FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","138,428","126,245","150,611","11.5","10.6","12.5"
"206-250% FPL","2017","Suburban","19 Years and Older","0% or more FPL","123,347","112,316","134,377","8.9","8.1","9.7"
"250-400% FPL","2017","Appalachian","19 Years and Older","0% or more FPL","266,546","250,198","282,895","18.6","17.5","19.6"
"250-400% FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","836,980","806,859","867,102","17.3","16.7","17.9"
"250-400% FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","248,222","233,534","262,910","20.7","19.5","21.9"
"250-400% FPL","2017","Suburban","19 Years and Older","0% or more FPL","284,926","268,539","301,314","20.5","19.4","21.6"
"400% or more FPL","2017","Appalachian","19 Years and Older","0% or more FPL","341,534","323,549","359,519","23.8","22.6","25.0"
"400% or more FPL","2017","Metropolitan","19 Years and Older","0% or more FPL","1,440,959","1,404,307","1,477,612","29.7","29.0","30.5"
"400% or more FPL","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","326,100","310,010","342,191","27.2","26.0","28.4"
"400% or more FPL","2017","Suburban","19 Years and Older","0% or more FPL","482,265","462,265","502,265","34.7","33.5","36.0"
"0-75% FPL","2019","Appalachian","19 Years and Older","0% or more FPL","175,925","160,592","191,258","12.8","11.7","13.9"
"0-75% FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","656,537","625,465","687,610","13.4","12.8","14.0"
"0-75% FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","117,210","104,004","130,417","10.0","8.9","11.1"
"0-75% FPL","2019","Suburban","19 Years and Older","0% or more FPL","133,819","120,643","146,995","8.9","8.0","9.7"
"75-100% FPL","2019","Appalachian","19 Years and Older","0% or more FPL","94,589","84,324","104,854","6.9","6.1","7.6"
"75-100% FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","295,460","272,103","318,818","6.0","5.6","6.5"
"75-100% FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","61,682","51,560","71,804","5.3","4.4","6.1"
"75-100% FPL","2019","Suburban","19 Years and Older","0% or more FPL","61,348","53,098","69,598","4.1","3.5","4.6"
"100-138% FPL","2019","Appalachian","19 Years and Older","0% or more FPL","114,590","102,170","127,011","8.4","7.5","9.2"
"100-138% FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","390,554","361,839","419,269","8.0","7.4","8.6"
"100-138% FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","77,820","66,938","88,703","6.7","5.7","7.6"
"100-138% FPL","2019","Suburban","19 Years and Older","0% or more FPL","106,921","92,662","121,181","7.1","6.2","8.0"
"138-206% FPL","2019","Appalachian","19 Years and Older","0% or more FPL","207,286","189,563","225,010","15.1","13.8","16.4"
"138-206% FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","659,048","623,802","694,295","13.5","12.8","14.2"
"138-206% FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","178,677","160,837","196,516","15.3","13.8","16.8"
"138-206% FPL","2019","Suburban","19 Years and Older","0% or more FPL","200,025","182,912","217,138","13.3","12.2","14.4"
"206-250% FPL","2019","Appalachian","19 Years and Older","0% or more FPL","104,110","90,527","117,694","7.6","6.6","8.6"
"206-250% FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","385,857","357,518","414,196","7.9","7.3","8.5"
"206-250% FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","101,950","88,742","115,157","8.7","7.6","9.8"
"206-250% FPL","2019","Suburban","19 Years and Older","0% or more FPL","108,736","95,189","122,284","7.2","6.3","8.1"
"250-400% FPL","2019","Appalachian","19 Years and Older","0% or more FPL","265,894","245,494","286,294","19.4","18.0","20.8"
"250-400% FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","901,055","862,873","939,238","18.4","17.7","19.2"
"250-400% FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","249,215","227,643","270,787","21.3","19.6","23.1"
"250-400% FPL","2019","Suburban","19 Years and Older","0% or more FPL","302,907","279,682","326,132","20.1","18.7","21.5"
"400% or more FPL","2019","Appalachian","19 Years and Older","0% or more FPL","409,813","378,663","440,963","29.9","28.0","31.8"
"400% or more FPL","2019","Metropolitan","19 Years and Older","0% or more FPL","1,604,926","1,552,955","1,656,898","32.8","31.9","33.7"
"400% or more FPL","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","381,424","350,048","412,801","32.7","30.5","34.8"
"400% or more FPL","2019","Suburban","19 Years and Older","0% or more FPL","591,960","564,484","619,435","39.3","37.8","40.9"
"0-75% FPL","2021","Appalachian","19 Years and Older","0% or more FPL","235,991","218,455","253,527","17.4","16.1","18.6"
"0-75% FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","933,483","894,862","972,103","19.1","18.4","19.9"
"0-75% FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","175,185","158,463","191,906","15.0","13.7","16.4"
"0-75% FPL","2021","Suburban","19 Years and Older","0% or more FPL","199,368","177,984","220,751","13.1","11.8","14.5"
"75-100% FPL","2021","Appalachian","19 Years and Older","0% or more FPL","73,033","63,577","82,489","5.4","4.7","6.1"
"75-100% FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","222,030","203,986","240,073","4.5","4.2","4.9"
"75-100% FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","49,427","41,479","57,375","4.2","3.6","4.9"
"75-100% FPL","2021","Suburban","19 Years and Older","0% or more FPL","48,199","38,713","57,685","3.2","2.6","3.8"
"100-138% FPL","2021","Appalachian","19 Years and Older","0% or more FPL","122,631","109,012","136,250","9.0","8.1","10.0"
"100-138% FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","296,124","275,180","317,069","6.1","5.6","6.5"
"100-138% FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","62,903","54,448","71,359","5.4","4.7","6.1"
"100-138% FPL","2021","Suburban","19 Years and Older","0% or more FPL","77,039","65,595","88,482","5.1","4.3","5.8"
"138-206% FPL","2021","Appalachian","19 Years and Older","0% or more FPL","203,186","186,315","220,058","15.0","13.8","16.1"
"138-206% FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","613,267","579,948","646,587","12.6","11.9","13.2"
"138-206% FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","158,096","142,162","174,030","13.6","12.3","14.9"
"138-206% FPL","2021","Suburban","19 Years and Older","0% or more FPL","187,512","169,429","205,595","12.4","11.2","13.5"
"206-250% FPL","2021","Appalachian","19 Years and Older","0% or more FPL","123,181","108,812","137,549","9.1","8.0","10.1"
"206-250% FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","335,934","311,976","359,891","6.9","6.4","7.4"
"206-250% FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","104,401","90,019","118,784","9.0","7.8","10.1"
"206-250% FPL","2021","Suburban","19 Years and Older","0% or more FPL","102,025","89,023","115,027","6.7","5.9","7.6"
"250-400% FPL","2021","Appalachian","19 Years and Older","0% or more FPL","266,457","247,735","285,180","19.6","18.3","20.9"
"250-400% FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","894,464","859,906","929,022","18.3","17.6","19.0"
"250-400% FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","254,493","237,787","271,199","21.8","20.4","23.2"
"250-400% FPL","2021","Suburban","19 Years and Older","0% or more FPL","341,091","312,405","369,777","22.5","20.8","24.1"
"400% or more FPL","2021","Appalachian","19 Years and Older","0% or more FPL","334,314","316,116","352,512","24.6","23.3","25.9"
"400% or more FPL","2021","Metropolitan","19 Years and Older","0% or more FPL","1,586,417","1,544,011","1,628,824","32.5","31.7","33.3"
"400% or more FPL","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","361,124","340,015","382,232","31.0","29.3","32.6"
"400% or more FPL","2021","Suburban","19 Years and Older","0% or more FPL","561,679","537,937","585,421","37.0","35.4","38.6"
