"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Divorced or Separated","2012","Metropolitan","19 Years and Older","0% or more FPL","755,900","720,715","791,085","16.1","15.4","16.8"
"Divorced or Separated","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","150,229","133,983","166,475","13.3","11.9","14.6"
"Divorced or Separated","2012","Suburban","19 Years and Older","0% or more FPL","170,130","152,170","188,091","12.0","10.8","13.3"
"Widowed","2012","Appalachian","19 Years and Older","0% or more FPL","107,162","98,137","116,187","8.0","7.3","8.7"
"Widowed","2012","Metropolitan","19 Years and Older","0% or more FPL","347,830","330,849","364,811","7.4","7.0","7.8"
"Widowed","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","74,711","67,202","82,221","6.6","5.9","7.3"
"Widowed","2012","Suburban","19 Years and Older","0% or more FPL","103,670","93,263","114,078","7.3","6.6","8.1"
"Never Married","2012","Appalachian","19 Years and Older","0% or more FPL","244,513","219,835","269,191","18.2","16.5","19.8"
"Never Married","2012","Metropolitan","19 Years and Older","0% or more FPL","1,107,840","1,055,729","1,159,950","23.6","22.6","24.6"
"Never Married","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","187,153","163,966","210,341","16.5","14.7","18.4"
"Never Married","2012","Suburban","19 Years and Older","0% or more FPL","209,859","185,137","234,582","14.8","13.3","16.4"
"Unmarried Couple","2012","Appalachian","19 Years and Older","0% or more FPL","58,374","46,540","70,209","4.3","3.5","5.2"
"Unmarried Couple","2012","Metropolitan","19 Years and Older","0% or more FPL","261,325","234,872","287,779","5.6","5.0","6.1"
"Unmarried Couple","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","45,635","34,933","56,337","4.0","3.1","5.0"
"Unmarried Couple","2012","Suburban","19 Years and Older","0% or more FPL","51,414","39,442","63,385","3.6","2.8","4.5"
"Married","2015","Appalachian","19 Years and Older","0% or more FPL","761,527","739,276","783,777","54.1","52.8","55.3"
"Married","2015","Metropolitan","19 Years and Older","0% or more FPL","2,084,471","2,045,170","2,123,772","45.7","45.0","46.4"
"Married","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","628,950","608,839","649,061","56.9","55.5","58.3"
"Married","2015","Suburban","19 Years and Older","0% or more FPL","732,495","710,880","754,109","56.4","55.2","57.7"
"Divorced or Separated","2015","Appalachian","19 Years and Older","0% or more FPL","219,208","206,845","231,571","15.6","14.7","16.4"
"Divorced or Separated","2015","Metropolitan","19 Years and Older","0% or more FPL","699,388","676,270","722,507","15.3","14.8","15.8"
"Divorced or Separated","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","150,759","140,873","160,645","13.6","12.8","14.5"
"Divorced or Separated","2015","Suburban","19 Years and Older","0% or more FPL","175,136","164,426","185,846","13.5","12.7","14.3"
"Widowed","2015","Appalachian","19 Years and Older","0% or more FPL","120,071","111,108","129,033","8.5","7.9","9.2"
"Widowed","2015","Metropolitan","19 Years and Older","0% or more FPL","345,053","329,593","360,512","7.6","7.2","7.9"
"Widowed","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","87,610","80,504","94,716","7.9","7.3","8.6"
"Widowed","2015","Suburban","19 Years and Older","0% or more FPL","97,600","90,036","105,163","7.5","6.9","8.1"
"Never Married","2015","Appalachian","19 Years and Older","0% or more FPL","255,685","239,733","271,636","18.2","17.1","19.2"
"Never Married","2015","Metropolitan","19 Years and Older","0% or more FPL","1,200,511","1,165,842","1,235,179","26.3","25.6","27.0"
"Never Married","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","191,744","178,519","204,969","17.3","16.2","18.4"
"Never Married","2015","Suburban","19 Years and Older","0% or more FPL","245,463","229,754","261,173","18.9","17.8","20.0"
"Unmarried Couple","2015","Appalachian","19 Years and Older","0% or more FPL","52,027","44,924","59,130","3.7","3.2","4.2"
"Unmarried Couple","2015","Metropolitan","19 Years and Older","0% or more FPL","231,379","215,244","247,514","5.1","4.7","5.4"
"Unmarried Couple","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","46,287","39,428","53,146","4.2","3.6","4.8"
"Unmarried Couple","2015","Suburban","19 Years and Older","0% or more FPL","47,516","40,784","54,249","3.7","3.2","4.2"
"Married","2017","Appalachian","19 Years and Older","0% or more FPL","692,470","668,252","716,689","51.7","50.2","53.1"
"Married","2017","Metropolitan","19 Years and Older","0% or more FPL","1,899,559","1,857,881","1,941,236","42.6","41.8","43.4"
"Married","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","644,846","622,655","667,036","57.3","55.9","58.7"
"Married","2017","Suburban","19 Years and Older","0% or more FPL","730,034","705,962","754,105","56.2","54.9","57.6"
"Divorced or Separated","2017","Appalachian","19 Years and Older","0% or more FPL","188,534","176,633","200,435","14.1","13.2","14.9"
"Divorced or Separated","2017","Metropolitan","19 Years and Older","0% or more FPL","626,372","602,346","650,397","14.0","13.5","14.6"
"Divorced or Separated","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","135,886","125,794","145,978","12.1","11.2","13.0"
"Divorced or Separated","2017","Suburban","19 Years and Older","0% or more FPL","167,988","156,603","179,372","12.9","12.1","13.8"
"Widowed","2017","Appalachian","19 Years and Older","0% or more FPL","121,240","111,631","130,849","9.0","8.3","9.8"
"Widowed","2017","Metropolitan","19 Years and Older","0% or more FPL","319,978","300,983","338,974","7.2","6.7","7.6"
"Widowed","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","96,480","88,156","104,803","8.6","7.8","9.3"
"Widowed","2017","Suburban","19 Years and Older","0% or more FPL","89,065","81,307","96,823","6.9","6.3","7.5"
"Never Married","2017","Appalachian","19 Years and Older","0% or more FPL","219,335","204,252","234,419","16.4","15.3","17.4"
"Never Married","2017","Metropolitan","19 Years and Older","0% or more FPL","1,215,353","1,180,413","1,250,294","27.2","26.5","28.0"
"Never Married","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","166,386","155,094","177,678","14.8","13.8","15.7"
"Never Married","2017","Suburban","19 Years and Older","0% or more FPL","219,591","204,439","234,744","16.9","15.8","18.0"
"Unmarried Couple","2017","Appalachian","19 Years and Older","0% or more FPL","118,920","107,161","130,680","8.9","8.0","9.7"
"Unmarried Couple","2017","Metropolitan","19 Years and Older","0% or more FPL","399,101","377,139","421,063","8.9","8.5","9.4"
"Unmarried Couple","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","81,969","73,534","90,403","7.3","6.6","8.0"
"Unmarried Couple","2017","Suburban","19 Years and Older","0% or more FPL","91,621","81,710","101,532","7.1","6.3","7.8"
"Married","2019","Appalachian","19 Years and Older","0% or more FPL","677,061","645,232","708,890","52.3","50.4","54.2"
"Married","2019","Metropolitan","19 Years and Older","0% or more FPL","1,880,115","1,821,846","1,938,384","41.9","40.8","42.9"
"Married","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","624,632","586,372","662,892","56.6","54.6","58.7"
"Married","2019","Suburban","19 Years and Older","0% or more FPL","796,224","762,332","830,116","56.0","54.4","57.6"
"Divorced or Separated","2019","Appalachian","19 Years and Older","0% or more FPL","188,580","174,256","202,904","14.6","13.4","15.7"
"Divorced or Separated","2019","Metropolitan","19 Years and Older","0% or more FPL","609,511","582,715","636,308","13.6","13.0","14.2"
"Divorced or Separated","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","133,171","120,766","145,576","12.1","10.9","13.2"
"Divorced or Separated","2019","Suburban","19 Years and Older","0% or more FPL","156,741","143,432","170,050","11.0","10.1","11.9"
"Widowed","2019","Appalachian","19 Years and Older","0% or more FPL","107,665","97,446","117,884","8.3","7.5","9.1"
"Widowed","2019","Metropolitan","19 Years and Older","0% or more FPL","318,329","296,436","340,222","7.1","6.6","7.6"
"Widowed","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","94,327","84,085","104,569","8.6","7.6","9.5"
"Widowed","2019","Suburban","19 Years and Older","0% or more FPL","94,373","85,267","103,479","6.6","6.0","7.3"
"Never Married","2019","Appalachian","19 Years and Older","0% or more FPL","224,348","199,110","249,586","17.3","15.6","19.1"
"Never Married","2019","Metropolitan","19 Years and Older","0% or more FPL","1,253,521","1,206,317","1,300,725","27.9","27.0","28.8"
"Never Married","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","173,419","158,665","188,172","15.7","14.4","17.0"
"Never Married","2019","Suburban","19 Years and Older","0% or more FPL","258,835","240,295","277,375","18.2","17.0","19.4"
"Unmarried Couple","2019","Appalachian","19 Years and Older","0% or more FPL","97,433","85,991","108,875","7.5","6.7","8.4"
"Unmarried Couple","2019","Metropolitan","19 Years and Older","0% or more FPL","428,619","402,497","454,741","9.5","9.0","10.1"
"Unmarried Couple","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","77,075","68,048","86,103","7.0","6.2","7.8"
"Unmarried Couple","2019","Suburban","19 Years and Older","0% or more FPL","115,822","101,278","130,367","8.1","7.2","9.1"
"Married","2021","Appalachian","19 Years and Older","0% or more FPL","714,855","688,825","740,885","55.7","54.0","57.4"
"Married","2021","Metropolitan","19 Years and Older","0% or more FPL","2,158,394","2,111,791","2,204,997","47.9","47.0","48.9"
"Married","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","651,857","628,001","675,714","59.6","57.8","61.5"
"Married","2021","Suburban","19 Years and Older","0% or more FPL","853,630","822,375","884,885","60.4","58.5","62.2"
"Divorced or Separated","2021","Appalachian","19 Years and Older","0% or more FPL","166,028","154,125","177,930","12.9","12.0","13.9"
"Divorced or Separated","2021","Metropolitan","19 Years and Older","0% or more FPL","562,835","541,872","583,799","12.5","12.0","13.0"
"Divorced or Separated","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","125,142","113,349","136,934","11.5","10.4","12.5"
"Divorced or Separated","2021","Suburban","19 Years and Older","0% or more FPL","155,697","143,380","168,014","11.0","10.1","11.9"
"Widowed","2021","Appalachian","19 Years and Older","0% or more FPL","95,943","87,658","104,229","7.5","6.8","8.1"
"Widowed","2021","Metropolitan","19 Years and Older","0% or more FPL","262,083","249,061","275,104","5.8","5.5","6.1"
"Widowed","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","74,117","66,967","81,266","6.8","6.1","7.5"
"Widowed","2021","Suburban","19 Years and Older","0% or more FPL","95,724","85,876","105,571","6.8","6.1","7.5"
"Never Married","2021","Appalachian","19 Years and Older","0% or more FPL","194,345","173,917","214,773","15.1","13.7","16.6"
"Never Married","2021","Metropolitan","19 Years and Older","0% or more FPL","1,096,834","1,048,315","1,145,354","24.4","23.4","25.3"
"Never Married","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","147,550","128,879","166,221","13.5","11.9","15.1"
"Never Married","2021","Suburban","19 Years and Older","0% or more FPL","210,073","182,414","237,732","14.9","13.1","16.6"
"Unmarried Couple","2021","Appalachian","19 Years and Older","0% or more FPL","112,277","99,415","125,139","8.7","7.8","9.7"
"Unmarried Couple","2021","Metropolitan","19 Years and Older","0% or more FPL","423,351","392,976","453,725","9.4","8.8","10.0"
"Unmarried Couple","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","94,156","81,047","107,265","8.6","7.5","9.8"
"Unmarried Couple","2021","Suburban","19 Years and Older","0% or more FPL","98,547","84,821","112,272","7.0","6.0","7.9"
