"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"2 Visits","2012","Appalachian","19 Years and Older","0% or more FPL","76,459","64,256","88,662","5.7","4.8","6.5"
"2 Visits","2012","Metropolitan","19 Years and Older","0% or more FPL","224,461","202,385","246,538","4.8","4.3","5.2"
"2 Visits","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","38,376","29,809","46,944","3.4","2.6","4.1"
"2 Visits","2012","Suburban","19 Years and Older","0% or more FPL","51,976","41,614","62,338","3.7","3.0","4.4"
"3 or More Visits","2012","Appalachian","19 Years and Older","0% or more FPL","79,116","66,643","91,589","5.9","5.0","6.8"
"3 or More Visits","2012","Metropolitan","19 Years and Older","0% or more FPL","247,930","224,826","271,033","5.3","4.8","5.8"
"3 or More Visits","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","69,323","56,546","82,100","6.1","5.0","7.2"
"3 or More Visits","2012","Suburban","19 Years and Older","0% or more FPL","53,401","41,806","64,997","3.8","3.0","4.6"
"0 Visits","2015","Appalachian","19 Years and Older","0% or more FPL","1,013,978","989,766","1,038,189","71.4","70.3","72.6"
"0 Visits","2015","Metropolitan","19 Years and Older","0% or more FPL","3,371,391","3,325,875","3,416,907","72.7","72.1","73.4"
"0 Visits","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","843,942","821,988","865,895","75.4","74.3","76.6"
"0 Visits","2015","Suburban","19 Years and Older","0% or more FPL","985,364","961,266","1,009,463","75.1","74.0","76.2"
"1 Visit","2015","Appalachian","19 Years and Older","0% or more FPL","237,046","223,369","250,724","16.7","15.8","17.6"
"1 Visit","2015","Metropolitan","19 Years and Older","0% or more FPL","746,898","720,930","772,867","16.1","15.6","16.6"
"1 Visit","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","164,428","152,869","175,988","14.7","13.7","15.7"
"1 Visit","2015","Suburban","19 Years and Older","0% or more FPL","204,460","191,540","217,380","15.6","14.7","16.5"
"2 Visits","2015","Appalachian","19 Years and Older","0% or more FPL","84,896","76,245","93,547","6.0","5.4","6.6"
"2 Visits","2015","Metropolitan","19 Years and Older","0% or more FPL","242,704","227,570","257,838","5.2","4.9","5.6"
"2 Visits","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","58,502","51,656","65,348","5.2","4.6","5.8"
"2 Visits","2015","Suburban","19 Years and Older","0% or more FPL","61,135","53,993","68,278","4.7","4.1","5.2"
"3 or More Visits","2015","Appalachian","19 Years and Older","0% or more FPL","83,362","74,760","91,965","5.9","5.3","6.5"
"3 or More Visits","2015","Metropolitan","19 Years and Older","0% or more FPL","275,001","258,295","291,706","5.9","5.6","6.3"
"3 or More Visits","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","51,776","45,272","58,281","4.6","4.1","5.2"
"3 or More Visits","2015","Suburban","19 Years and Older","0% or more FPL","61,506","54,001","69,011","4.7","4.1","5.2"
"0 Visits","2017","Appalachian","19 Years and Older","0% or more FPL","961,015","935,149","986,880","70.5","69.2","71.8"
"0 Visits","2017","Metropolitan","19 Years and Older","0% or more FPL","3,185,204","3,138,509","3,231,898","69.7","69.0","70.5"
"0 Visits","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","822,846","800,471","845,221","71.7","70.3","73.0"
"0 Visits","2017","Suburban","19 Years and Older","0% or more FPL","976,011","949,576","1,002,447","73.6","72.4","74.8"
"1 Visit","2017","Appalachian","19 Years and Older","0% or more FPL","229,668","214,677","244,659","16.8","15.8","17.9"
"1 Visit","2017","Metropolitan","19 Years and Older","0% or more FPL","776,538","747,366","805,710","17.0","16.4","17.6"
"1 Visit","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","186,512","173,146","199,878","16.2","15.1","17.3"
"1 Visit","2017","Suburban","19 Years and Older","0% or more FPL","212,720","198,861","226,579","16.0","15.0","17.0"
"2 Visits","2017","Appalachian","19 Years and Older","0% or more FPL","80,437","71,280","89,593","5.9","5.2","6.6"
"2 Visits","2017","Metropolitan","19 Years and Older","0% or more FPL","301,594","283,382","319,806","6.6","6.2","7.0"
"2 Visits","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","65,687","57,962","73,412","5.7","5.1","6.4"
"2 Visits","2017","Suburban","19 Years and Older","0% or more FPL","70,724","62,267","79,181","5.3","4.7","6.0"
"3 or More Visits","2017","Appalachian","19 Years and Older","0% or more FPL","92,524","83,095","101,953","6.8","6.1","7.5"
"3 or More Visits","2017","Metropolitan","19 Years and Older","0% or more FPL","305,970","287,065","324,874","6.7","6.3","7.1"
"3 or More Visits","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","73,286","64,435","82,137","6.4","5.6","7.1"
"3 or More Visits","2017","Suburban","19 Years and Older","0% or more FPL","67,255","58,767","75,743","5.1","4.4","5.7"
"0 Visits","2019","Appalachian","19 Years and Older","0% or more FPL","924,751","889,076","960,426","70.4","68.7","72.1"
"0 Visits","2019","Metropolitan","19 Years and Older","0% or more FPL","3,191,877","3,125,912","3,257,842","69.2","68.2","70.1"
"0 Visits","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","798,305","765,144","831,467","71.6","69.3","73.8"
"0 Visits","2019","Suburban","19 Years and Older","0% or more FPL","1,055,481","1,018,879","1,092,083","73.2","71.7","74.6"
"1 Visit","2019","Appalachian","19 Years and Older","0% or more FPL","219,424","199,132","239,716","16.7","15.2","18.2"
"1 Visit","2019","Metropolitan","19 Years and Older","0% or more FPL","793,518","757,965","829,072","17.2","16.5","17.9"
"1 Visit","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","190,560","163,948","217,172","17.1","14.9","19.2"
"1 Visit","2019","Suburban","19 Years and Older","0% or more FPL","242,108","222,766","261,449","16.8","15.5","18.1"
"2 Visits","2019","Appalachian","19 Years and Older","0% or more FPL","88,100","77,456","98,744","6.7","5.9","7.5"
"2 Visits","2019","Metropolitan","19 Years and Older","0% or more FPL","296,903","273,328","320,479","6.4","5.9","6.9"
"2 Visits","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","66,095","54,518","77,671","5.9","4.9","7.0"
"2 Visits","2019","Suburban","19 Years and Older","0% or more FPL","71,632","61,982","81,282","5.0","4.3","5.6"
"3 or More Visits","2019","Appalachian","19 Years and Older","0% or more FPL","81,156","71,472","90,840","6.2","5.4","6.9"
"3 or More Visits","2019","Metropolitan","19 Years and Older","0% or more FPL","331,467","306,623","356,312","7.2","6.7","7.7"
"3 or More Visits","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","60,670","51,474","69,865","5.4","4.6","6.3"
"3 or More Visits","2019","Suburban","19 Years and Older","0% or more FPL","72,790","63,456","82,124","5.0","4.4","5.7"
"0 Visits","2021","Appalachian","19 Years and Older","0% or more FPL","988,600","959,053","1,018,147","72.8","71.3","74.2"
"0 Visits","2021","Metropolitan","19 Years and Older","0% or more FPL","3,566,932","3,509,128","3,624,735","73.1","72.2","73.9"
"0 Visits","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","874,737","847,053","902,421","75.0","73.4","76.7"
"0 Visits","2021","Suburban","19 Years and Older","0% or more FPL","1,175,269","1,136,449","1,214,089","77.5","76.1","78.9"
"1 Visit","2021","Appalachian","19 Years and Older","0% or more FPL","188,888","172,981","204,794","13.9","12.8","15.0"
"1 Visit","2021","Metropolitan","19 Years and Older","0% or more FPL","666,736","634,221","699,252","13.7","13.0","14.3"
"1 Visit","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","148,634","134,336","162,933","12.8","11.6","13.9"
"1 Visit","2021","Suburban","19 Years and Older","0% or more FPL","199,208","182,306","216,110","13.1","12.0","14.2"
"2 Visits","2021","Appalachian","19 Years and Older","0% or more FPL","92,974","82,473","103,474","6.8","6.1","7.6"
"2 Visits","2021","Metropolitan","19 Years and Older","0% or more FPL","322,014","300,394","343,634","6.6","6.2","7.0"
"2 Visits","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","78,283","66,960","89,606","6.7","5.8","7.7"
"2 Visits","2021","Suburban","19 Years and Older","0% or more FPL","74,286","62,391","86,182","4.9","4.1","5.7"
"3 or More Visits","2021","Appalachian","19 Years and Older","0% or more FPL","88,331","78,225","98,437","6.5","5.8","7.2"
"3 or More Visits","2021","Metropolitan","19 Years and Older","0% or more FPL","326,037","299,833","352,242","6.7","6.2","7.2"
"3 or More Visits","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","63,975","52,023","75,927","5.5","4.5","6.5"
"3 or More Visits","2021","Suburban","19 Years and Older","0% or more FPL","68,149","57,960","78,338","4.5","3.8","5.2"
