"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"1 adult, 0 kids","2012","Suburban","19 Years and Older","0% or more FPL","246,450","226,876","266,024","17.3","16.0","18.7"
"1 adult, 1+ kid","2012","Appalachian","19 Years and Older","0% or more FPL","79,399","67,295","91,503","5.8","5.0","6.7"
"1 adult, 1+ kid","2012","Metropolitan","19 Years and Older","0% or more FPL","334,052","307,255","360,849","7.1","6.5","7.6"
"1 adult, 1+ kid","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","69,917","57,484","82,350","6.2","5.1","7.2"
"1 adult, 1+ kid","2012","Suburban","19 Years and Older","0% or more FPL","72,800","59,071","86,530","5.1","4.2","6.1"
"2+ adults, 0 kids","2012","Appalachian","19 Years and Older","0% or more FPL","530,055","503,916","556,194","39.0","37.3","40.7"
"2+ adults, 0 kids","2012","Metropolitan","19 Years and Older","0% or more FPL","1,788,457","1,735,732","1,841,182","37.9","36.9","38.9"
"2+ adults, 0 kids","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","486,452","458,986","513,918","42.8","40.8","44.8"
"2+ adults, 0 kids","2012","Suburban","19 Years and Older","0% or more FPL","597,336","566,465","628,208","42.0","40.2","43.9"
"2+ adults, 1+ kid","2012","Appalachian","19 Years and Older","0% or more FPL","475,260","444,460","506,061","35.0","33.2","36.8"
"2+ adults, 1+ kid","2012","Metropolitan","19 Years and Older","0% or more FPL","1,451,222","1,395,727","1,506,718","30.7","29.7","31.7"
"2+ adults, 1+ kid","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","379,299","350,508","408,089","33.4","31.3","35.4"
"2+ adults, 1+ kid","2012","Suburban","19 Years and Older","0% or more FPL","504,184","469,561","538,807","35.5","33.6","37.4"
"1 adult, 0 kids","2015","Appalachian","19 Years and Older","0% or more FPL","339,280","324,562","353,997","23.0","22.0","24.0"
"1 adult, 0 kids","2015","Metropolitan","19 Years and Older","0% or more FPL","1,274,569","1,244,699","1,304,438","26.5","25.9","27.1"
"1 adult, 0 kids","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","250,887","238,745","263,029","21.7","20.7","22.7"
"1 adult, 0 kids","2015","Suburban","19 Years and Older","0% or more FPL","281,660","268,618","294,702","20.6","19.7","21.5"
"1 adult, 1+ kid","2015","Appalachian","19 Years and Older","0% or more FPL","95,063","85,963","104,163","6.5","5.8","7.1"
"1 adult, 1+ kid","2015","Metropolitan","19 Years and Older","0% or more FPL","324,606","307,097","342,115","6.7","6.4","7.1"
"1 adult, 1+ kid","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","62,580","55,553","69,608","5.4","4.8","6.0"
"1 adult, 1+ kid","2015","Suburban","19 Years and Older","0% or more FPL","67,372","59,965","74,780","4.9","4.4","5.5"
"2+ adults, 0 kids","2015","Appalachian","19 Years and Older","0% or more FPL","629,464","608,979","649,949","42.7","41.5","43.9"
"2+ adults, 0 kids","2015","Metropolitan","19 Years and Older","0% or more FPL","1,908,131","1,870,327","1,945,935","39.7","39.0","40.4"
"2+ adults, 0 kids","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","498,746","480,991","516,501","43.1","41.8","44.4"
"2+ adults, 0 kids","2015","Suburban","19 Years and Older","0% or more FPL","591,751","572,292","611,210","43.3","42.1","44.5"
"2+ adults, 1+ kid","2015","Appalachian","19 Years and Older","0% or more FPL","409,792","390,643","428,940","27.8","26.7","29.0"
"2+ adults, 1+ kid","2015","Metropolitan","19 Years and Older","0% or more FPL","1,301,731","1,265,386","1,338,075","27.1","26.4","27.7"
"2+ adults, 1+ kid","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","344,797","327,280","362,315","29.8","28.5","31.1"
"2+ adults, 1+ kid","2015","Suburban","19 Years and Older","0% or more FPL","426,227","406,676","445,778","31.2","30.0","32.4"
"1 adult, 0 kids","2017","Appalachian","19 Years and Older","0% or more FPL","310,250","296,841","323,659","21.6","20.6","22.6"
"1 adult, 0 kids","2017","Metropolitan","19 Years and Older","0% or more FPL","1,301,611","1,268,835","1,334,388","26.9","26.2","27.5"
"1 adult, 0 kids","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","243,796","232,025","255,568","20.3","19.3","21.3"
"1 adult, 0 kids","2017","Suburban","19 Years and Older","0% or more FPL","273,809","260,365","287,253","19.7","18.8","20.7"
"1 adult, 1+ kid","2017","Appalachian","19 Years and Older","0% or more FPL","74,423","66,461","82,385","5.2","4.6","5.7"
"1 adult, 1+ kid","2017","Metropolitan","19 Years and Older","0% or more FPL","325,533","306,868","344,198","6.7","6.3","7.1"
"1 adult, 1+ kid","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","49,803","44,188","55,417","4.2","3.7","4.6"
"1 adult, 1+ kid","2017","Suburban","19 Years and Older","0% or more FPL","68,436","60,644","76,227","4.9","4.4","5.5"
"2+ adults, 0 kids","2017","Appalachian","19 Years and Older","0% or more FPL","644,717","621,203","668,231","44.9","43.5","46.3"
"2+ adults, 0 kids","2017","Metropolitan","19 Years and Older","0% or more FPL","1,912,449","1,870,820","1,954,079","39.5","38.7","40.2"
"2+ adults, 0 kids","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","554,231","533,920","574,543","46.2","44.8","47.6"
"2+ adults, 0 kids","2017","Suburban","19 Years and Older","0% or more FPL","631,419","608,784","654,054","45.5","44.1","46.8"
"2+ adults, 1+ kid","2017","Appalachian","19 Years and Older","0% or more FPL","406,528","385,186","427,869","28.3","27.0","29.6"
"2+ adults, 1+ kid","2017","Metropolitan","19 Years and Older","0% or more FPL","1,306,085","1,268,077","1,344,094","27.0","26.2","27.7"
"2+ adults, 1+ kid","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","351,228","332,669","369,787","29.3","28.0","30.6"
"2+ adults, 1+ kid","2017","Suburban","19 Years and Older","0% or more FPL","414,880","394,025","435,735","29.9","28.6","31.2"
"1 adult, 0 kids","2019","Appalachian","19 Years and Older","0% or more FPL","293,727","278,479","308,975","21.4","20.2","22.6"
"1 adult, 0 kids","2019","Metropolitan","19 Years and Older","0% or more FPL","1,289,499","1,253,555","1,325,444","26.4","25.6","27.1"
"1 adult, 0 kids","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","248,585","233,150","264,019","21.3","19.8","22.7"
"1 adult, 0 kids","2019","Suburban","19 Years and Older","0% or more FPL","313,264","295,750","330,778","20.8","19.7","22.0"
"1 adult, 1+ kid","2019","Appalachian","19 Years and Older","0% or more FPL","77,525","69,192","85,857","5.6","5.0","6.3"
"1 adult, 1+ kid","2019","Metropolitan","19 Years and Older","0% or more FPL","311,943","292,475","331,412","6.4","6.0","6.8"
"1 adult, 1+ kid","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","52,135","45,058","59,213","4.5","3.9","5.1"
"1 adult, 1+ kid","2019","Suburban","19 Years and Older","0% or more FPL","69,234","59,554","78,913","4.6","4.0","5.2"
"2+ adults, 0 kids","2019","Appalachian","19 Years and Older","0% or more FPL","626,590","592,415","660,765","45.7","43.8","47.5"
"2+ adults, 0 kids","2019","Metropolitan","19 Years and Older","0% or more FPL","1,978,846","1,919,233","2,038,458","40.4","39.4","41.4"
"2+ adults, 0 kids","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","529,025","492,781","565,268","45.3","43.1","47.5"
"2+ adults, 0 kids","2019","Suburban","19 Years and Older","0% or more FPL","665,945","636,605","695,285","44.2","42.6","45.8"
"2+ adults, 1+ kid","2019","Appalachian","19 Years and Older","0% or more FPL","374,366","348,798","399,934","27.3","25.6","28.9"
"2+ adults, 1+ kid","2019","Metropolitan","19 Years and Older","0% or more FPL","1,313,150","1,262,062","1,364,238","26.8","25.9","27.8"
"2+ adults, 1+ kid","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","338,233","314,802","361,665","29.0","27.1","30.8"
"2+ adults, 1+ kid","2019","Suburban","19 Years and Older","0% or more FPL","457,273","428,442","486,105","30.4","28.8","32.0"
"1 adult, 0 kids","2021","Appalachian","19 Years and Older","0% or more FPL","225,553","213,637","237,470","16.6","15.7","17.5"
"1 adult, 0 kids","2021","Metropolitan","19 Years and Older","0% or more FPL","1,011,438","988,144","1,034,732","20.7","20.2","21.3"
"1 adult, 0 kids","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","176,214","166,421","186,007","15.1","14.2","16.1"
"1 adult, 0 kids","2021","Suburban","19 Years and Older","0% or more FPL","233,792","220,928","246,657","15.4","14.5","16.4"
"1 adult, 1+ kid","2021","Appalachian","19 Years and Older","0% or more FPL","49,645","43,708","55,583","3.7","3.2","4.1"
"1 adult, 1+ kid","2021","Metropolitan","19 Years and Older","0% or more FPL","223,098","211,362","234,834","4.6","4.3","4.8"
"1 adult, 1+ kid","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","35,476","30,315","40,637","3.0","2.6","3.5"
"1 adult, 1+ kid","2021","Suburban","19 Years and Older","0% or more FPL","43,550","37,125","49,975","2.9","2.4","3.3"
"2+ adults, 0 kids","2021","Appalachian","19 Years and Older","0% or more FPL","659,538","633,497","685,579","48.5","46.9","50.2"
"2+ adults, 0 kids","2021","Metropolitan","19 Years and Older","0% or more FPL","2,263,667","2,206,936","2,320,397","46.4","45.5","47.3"
"2+ adults, 0 kids","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","600,367","572,478","628,257","51.5","49.7","53.3"
"2+ adults, 0 kids","2021","Suburban","19 Years and Older","0% or more FPL","763,663","727,959","799,368","50.3","48.6","52.1"
"2+ adults, 1+ kid","2021","Appalachian","19 Years and Older","0% or more FPL","424,056","397,758","450,354","31.2","29.6","32.8"
"2+ adults, 1+ kid","2021","Metropolitan","19 Years and Older","0% or more FPL","1,383,516","1,333,281","1,433,752","28.3","27.5","29.2"
"2+ adults, 1+ kid","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","353,571","330,635","376,506","30.3","28.6","32.1"
"2+ adults, 1+ kid","2021","Suburban","19 Years and Older","0% or more FPL","475,906","446,189","505,624","31.4","29.7","33.1"
