"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Other","2015","Appalachian","19 Years and Older","0% or more FPL","21,300","17,736","24,865","1.4","1.2","1.7"
"Other","2015","Metropolitan","19 Years and Older","0% or more FPL","73,060","63,738","82,382","1.5","1.3","1.7"
"Other","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","10,843","8,350","13,336","0.9","0.7","1.2"
"Other","2015","Suburban","19 Years and Older","0% or more FPL","14,352","10,951","17,753","1.0","0.8","1.3"
"White","2017","Appalachian","19 Years and Older","0% or more FPL","1,306,096","1,279,600","1,332,593","91.0","90.2","91.7"
"White","2017","Metropolitan","19 Years and Older","0% or more FPL","3,506,543","3,458,957","3,554,129","72.4","71.7","73.0"
"White","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","1,094,312","1,070,916","1,117,707","91.3","90.5","92.0"
"White","2017","Suburban","19 Years and Older","0% or more FPL","1,257,953","1,229,837","1,286,070","90.6","89.8","91.4"
"Black","2017","Appalachian","19 Years and Older","0% or more FPL","47,016","40,607","53,425","3.3","2.8","3.7"
"Black","2017","Metropolitan","19 Years and Older","0% or more FPL","898,856","872,093","925,620","18.5","18.0","19.1"
"Black","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","33,865","29,258","38,472","2.8","2.4","3.2"
"Black","2017","Suburban","19 Years and Older","0% or more FPL","51,018","44,649","57,387","3.7","3.2","4.1"
"Hispanic","2017","Appalachian","19 Years and Older","0% or more FPL","27,047","21,935","32,158","1.9","1.5","2.2"
"Hispanic","2017","Metropolitan","19 Years and Older","0% or more FPL","173,609","160,966","186,252","3.6","3.3","3.8"
"Hispanic","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","27,487","22,449","32,524","2.3","1.9","2.7"
"Hispanic","2017","Suburban","19 Years and Older","0% or more FPL","28,977","23,894","34,061","2.1","1.7","2.5"
"Asian","2017","Appalachian","19 Years and Older","0% or more FPL","13,281","8,931","17,630","0.9","0.6","1.2"
"Asian","2017","Metropolitan","19 Years and Older","0% or more FPL","133,572","118,701","148,443","2.8","2.5","3.1"
"Asian","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","13,335","9,465","17,205","1.1","0.8","1.4"
"Asian","2017","Suburban","19 Years and Older","0% or more FPL","22,704","17,498","27,910","1.6","1.3","2.0"
"Other","2017","Appalachian","19 Years and Older","0% or more FPL","42,478","36,083","48,872","3.0","2.5","3.4"
"Other","2017","Metropolitan","19 Years and Older","0% or more FPL","133,098","119,752","146,444","2.7","2.5","3.0"
"Other","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","30,060","24,711","35,409","2.5","2.1","2.9"
"Other","2017","Suburban","19 Years and Older","0% or more FPL","27,892","22,304","33,480","2.0","1.6","2.4"
"White","2019","Appalachian","19 Years and Older","0% or more FPL","1,257,395","1,219,818","1,294,971","91.6","90.8","92.5"
"White","2019","Metropolitan","19 Years and Older","0% or more FPL","3,546,587","3,478,583","3,614,590","72.5","71.7","73.3"
"White","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","1,066,310","1,027,657","1,104,963","91.3","90.4","92.2"
"White","2019","Suburban","19 Years and Older","0% or more FPL","1,354,962","1,316,765","1,393,158","90.0","89.1","90.9"
"Black","2019","Appalachian","19 Years and Older","0% or more FPL","47,936","40,874","54,998","3.5","3.0","4.0"
"Black","2019","Metropolitan","19 Years and Older","0% or more FPL","908,951","877,716","940,187","18.6","17.9","19.2"
"Black","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","38,277","32,117","44,437","3.3","2.7","3.8"
"Black","2019","Suburban","19 Years and Older","0% or more FPL","55,596","48,211","62,981","3.7","3.2","4.2"
"Hispanic","2019","Appalachian","19 Years and Older","0% or more FPL","23,064","18,549","27,580","1.7","1.4","2.0"
"Hispanic","2019","Metropolitan","19 Years and Older","0% or more FPL","199,581","182,754","216,408","4.1","3.7","4.4"
"Hispanic","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","27,937","22,118","33,755","2.4","1.9","2.9"
"Hispanic","2019","Suburban","19 Years and Older","0% or more FPL","32,898","27,099","38,698","2.2","1.8","2.6"
"Asian","2019","Appalachian","19 Years and Older","0% or more FPL","11,049","5,997","16,102","0.8","0.4","1.2"
"Asian","2019","Metropolitan","19 Years and Older","0% or more FPL","142,150","118,905","165,396","2.9","2.4","3.4"
"Asian","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","15,875","10,960","20,790","1.4","0.9","1.8"
"Asian","2019","Suburban","19 Years and Older","0% or more FPL","35,922","26,811","45,032","2.4","1.8","3.0"
"Other","2019","Appalachian","19 Years and Older","0% or more FPL","32,764","26,426","39,102","2.4","1.9","2.8"
"Other","2019","Metropolitan","19 Years and Older","0% or more FPL","96,170","84,474","107,865","2.0","1.7","2.2"
"Other","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","19,580","14,067","25,093","1.7","1.2","2.1"
"Other","2019","Suburban","19 Years and Older","0% or more FPL","26,338","19,777","32,900","1.7","1.3","2.2"
"White","2021","Appalachian","19 Years and Older","0% or more FPL","1,255,043","1,226,095","1,283,991","92.4","91.4","93.3"
"White","2021","Metropolitan","19 Years and Older","0% or more FPL","3,526,021","3,467,015","3,585,027","72.2","71.5","73.0"
"White","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","1,064,426","1,034,859","1,093,993","91.3","90.4","92.3"
"White","2021","Suburban","19 Years and Older","0% or more FPL","1,352,730","1,315,368","1,390,092","89.2","88.0","90.4"
"Black","2021","Appalachian","19 Years and Older","0% or more FPL","29,200","23,704","34,697","2.1","1.7","2.6"
"Black","2021","Metropolitan","19 Years and Older","0% or more FPL","913,143","880,074","946,212","18.7","18.1","19.3"
"Black","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","25,678","19,220","32,136","2.2","1.7","2.8"
"Black","2021","Suburban","19 Years and Older","0% or more FPL","64,276","49,146","79,406","4.2","3.3","5.2"
"Hispanic","2021","Appalachian","19 Years and Older","0% or more FPL","27,203","19,408","34,999","2.0","1.4","2.6"
"Hispanic","2021","Metropolitan","19 Years and Older","0% or more FPL","189,109","171,690","206,527","3.9","3.5","4.2"
"Hispanic","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","34,996","28,297","41,695","3.0","2.4","3.6"
"Hispanic","2021","Suburban","19 Years and Older","0% or more FPL","34,607","27,680","41,534","2.3","1.8","2.7"
"Asian","2021","Appalachian","19 Years and Older","0% or more FPL","8,477","5,459","11,494","0.6","0.4","0.8"
"Asian","2021","Metropolitan","19 Years and Older","0% or more FPL","143,722","126,223","161,221","2.9","2.6","3.3"
"Asian","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","15,891","11,763","20,018","1.4","1.0","1.7"
"Asian","2021","Suburban","19 Years and Older","0% or more FPL","35,009","27,488","42,530","2.3","1.8","2.8"
"Other","2021","Appalachian","19 Years and Older","0% or more FPL","38,870","30,061","47,679","2.9","2.2","3.5"
"Other","2021","Metropolitan","19 Years and Older","0% or more FPL","109,724","97,805","121,644","2.2","2.0","2.5"
"Other","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","24,638","19,156","30,119","2.1","1.6","2.6"
"Other","2021","Suburban","19 Years and Older","0% or more FPL","30,290","23,344","37,236","2.0","1.5","2.5"
