"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"4-yr college graduate","2010","Metropolitan","19 Years and Older","0% or more FPL","752,416","699,467","805,366","15.9","14.8","17.0"
"4-yr college graduate","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","136,468","116,614","156,322","11.8","10.1","13.6"
"4-yr college graduate","2010","Suburban","19 Years and Older","0% or more FPL","226,538","198,905","254,172","16.1","14.2","18.0"
"Advanced Degree","2010","Appalachian","19 Years and Older","0% or more FPL","95,063","77,821","112,305","7.0","5.7","8.2"
"Advanced Degree","2010","Metropolitan","19 Years and Older","0% or more FPL","659,192","611,451","706,934","13.9","12.9","14.9"
"Advanced Degree","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","102,280","84,809","119,751","8.9","7.4","10.4"
"Advanced Degree","2010","Suburban","19 Years and Older","0% or more FPL","181,170","156,407","205,933","12.9","11.1","14.6"
"Up to high school but no diploma","2012","Appalachian","19 Years and Older","0% or more FPL","218,495","197,445","239,544","16.1","14.7","17.5"
"Up to high school but no diploma","2012","Metropolitan","19 Years and Older","0% or more FPL","595,486","558,745","632,227","12.6","11.9","13.3"
"Up to high school but no diploma","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","136,039","118,681","153,398","12.0","10.5","13.4"
"Up to high school but no diploma","2012","Suburban","19 Years and Older","0% or more FPL","121,615","104,243","138,987","8.6","7.4","9.7"
"High school graduate or equivalent","2012","Appalachian","19 Years and Older","0% or more FPL","575,187","545,426","604,948","42.3","40.6","44.1"
"High school graduate or equivalent","2012","Metropolitan","19 Years and Older","0% or more FPL","1,433,848","1,382,915","1,484,781","30.4","29.4","31.3"
"High school graduate or equivalent","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","488,124","459,193","517,055","42.9","40.9","45.0"
"High school graduate or equivalent","2012","Suburban","19 Years and Older","0% or more FPL","502,272","470,296","534,248","35.4","33.5","37.2"
"Some college","2012","Appalachian","19 Years and Older","0% or more FPL","228,355","208,311","248,399","16.8","15.4","18.2"
"Some college","2012","Metropolitan","19 Years and Older","0% or more FPL","890,093","847,238","932,948","18.9","18.0","19.7"
"Some college","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","167,659","148,705","186,614","14.8","13.2","16.3"
"Some college","2012","Suburban","19 Years and Older","0% or more FPL","258,249","234,569","281,930","18.2","16.6","19.7"
"Associate Degree","2012","Appalachian","19 Years and Older","0% or more FPL","162,215","146,058","178,372","11.9","10.8","13.1"
"Associate Degree","2012","Metropolitan","19 Years and Older","0% or more FPL","549,448","516,296","582,600","11.6","11.0","12.3"
"Associate Degree","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","155,603","137,950","173,256","13.7","12.2","15.1"
"Associate Degree","2012","Suburban","19 Years and Older","0% or more FPL","177,140","157,156","197,124","12.5","11.1","13.8"
"4-yr college graduate","2012","Appalachian","19 Years and Older","0% or more FPL","106,017","95,120","116,914","7.8","7.0","8.6"
"4-yr college graduate","2012","Metropolitan","19 Years and Older","0% or more FPL","724,593","690,923","758,264","15.3","14.6","16.0"
"4-yr college graduate","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","114,298","101,811","126,784","10.1","9.0","11.1"
"4-yr college graduate","2012","Suburban","19 Years and Older","0% or more FPL","219,103","200,253","237,953","15.4","14.1","16.7"
"Advanced Degree","2012","Appalachian","19 Years and Older","0% or more FPL","68,686","60,493","76,879","5.1","4.4","5.7"
"Advanced Degree","2012","Metropolitan","19 Years and Older","0% or more FPL","527,707","500,259","555,154","11.2","10.6","11.8"
"Advanced Degree","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","74,897","65,655","84,138","6.6","5.8","7.4"
"Advanced Degree","2012","Suburban","19 Years and Older","0% or more FPL","142,391","128,387","156,395","10.0","9.0","11.0"
"Up to high school but no diploma","2015","Appalachian","19 Years and Older","0% or more FPL","199,235","184,825","213,644","13.5","12.6","14.4"
"Up to high school but no diploma","2015","Metropolitan","19 Years and Older","0% or more FPL","519,462","494,929","543,996","10.8","10.3","11.3"
"Up to high school but no diploma","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","111,161","100,563","121,758","9.6","8.7","10.5"
"Up to high school but no diploma","2015","Suburban","19 Years and Older","0% or more FPL","118,356","107,122","129,591","8.7","7.9","9.4"
"High school graduate or equivalent","2015","Appalachian","19 Years and Older","0% or more FPL","582,746","563,486","602,005","39.5","38.4","40.7"
"High school graduate or equivalent","2015","Metropolitan","19 Years and Older","0% or more FPL","1,434,199","1,401,417","1,466,980","29.8","29.2","30.5"
"High school graduate or equivalent","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","487,245","470,055","504,434","42.1","40.8","43.4"
"High school graduate or equivalent","2015","Suburban","19 Years and Older","0% or more FPL","473,269","455,506","491,033","34.6","33.5","35.8"
"Some college","2015","Appalachian","19 Years and Older","0% or more FPL","230,101","215,334","244,869","15.6","14.7","16.6"
"Some college","2015","Metropolitan","19 Years and Older","0% or more FPL","871,577","841,178","901,977","18.1","17.5","18.7"
"Some college","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","181,696","168,854","194,537","15.7","14.7","16.7"
"Some college","2015","Suburban","19 Years and Older","0% or more FPL","245,624","230,239","261,009","18.0","16.9","19.0"
"Associate Degree","2015","Appalachian","19 Years and Older","0% or more FPL","214,399","200,630","228,168","14.5","13.7","15.4"
"Associate Degree","2015","Metropolitan","19 Years and Older","0% or more FPL","649,089","623,615","674,562","13.5","13.0","14.0"
"Associate Degree","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","163,407","151,418","175,396","14.1","13.1","15.1"
"Associate Degree","2015","Suburban","19 Years and Older","0% or more FPL","177,046","164,656","189,437","13.0","12.1","13.8"
"4-yr college graduate","2015","Appalachian","19 Years and Older","0% or more FPL","154,722","144,784","164,660","10.5","9.8","11.2"
"4-yr college graduate","2015","Metropolitan","19 Years and Older","0% or more FPL","808,324","783,695","832,953","16.8","16.3","17.3"
"4-yr college graduate","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","133,353","124,259","142,447","11.5","10.8","12.3"
"4-yr college graduate","2015","Suburban","19 Years and Older","0% or more FPL","221,040","209,553","232,528","16.2","15.4","17.0"
"Advanced Degree","2015","Appalachian","19 Years and Older","0% or more FPL","92,396","84,858","99,933","6.3","5.8","6.8"
"Advanced Degree","2015","Metropolitan","19 Years and Older","0% or more FPL","526,385","506,485","546,286","10.9","10.5","11.4"
"Advanced Degree","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","80,150","73,383","86,916","6.9","6.3","7.5"
"Advanced Degree","2015","Suburban","19 Years and Older","0% or more FPL","131,674","123,012","140,336","9.6","9.0","10.3"
"Up to high school but no diploma","2017","Appalachian","19 Years and Older","0% or more FPL","185,032","169,595","200,470","12.9","11.9","13.9"
"Up to high school but no diploma","2017","Metropolitan","19 Years and Older","0% or more FPL","491,988","465,026","518,951","10.2","9.6","10.7"
"Up to high school but no diploma","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","130,853","117,951","143,756","10.9","9.9","11.9"
"Up to high school but no diploma","2017","Suburban","19 Years and Older","0% or more FPL","111,598","99,125","124,071","8.0","7.2","8.9"
"High school graduate or equivalent","2017","Appalachian","19 Years and Older","0% or more FPL","577,347","555,240","599,454","40.2","38.9","41.6"
"High school graduate or equivalent","2017","Metropolitan","19 Years and Older","0% or more FPL","1,435,557","1,398,021","1,473,093","29.6","28.9","30.3"
"High school graduate or equivalent","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","507,464","487,714","527,214","42.3","40.9","43.7"
"High school graduate or equivalent","2017","Suburban","19 Years and Older","0% or more FPL","466,780","446,607","486,952","33.6","32.3","34.9"
"Some college","2017","Appalachian","19 Years and Older","0% or more FPL","232,756","217,517","247,995","16.2","15.2","17.2"
"Some college","2017","Metropolitan","19 Years and Older","0% or more FPL","882,853","850,967","914,739","18.2","17.6","18.8"
"Some college","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","181,501","168,764","194,239","15.1","14.1","16.2"
"Some college","2017","Suburban","19 Years and Older","0% or more FPL","236,088","220,490","251,687","17.0","16.0","18.0"
"Associate Degree","2017","Appalachian","19 Years and Older","0% or more FPL","191,947","178,538","205,356","13.4","12.5","14.3"
"Associate Degree","2017","Metropolitan","19 Years and Older","0% or more FPL","618,524","592,636","644,412","12.8","12.2","13.3"
"Associate Degree","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","155,312","143,539","167,086","13.0","12.0","13.9"
"Associate Degree","2017","Suburban","19 Years and Older","0% or more FPL","187,456","173,836","201,075","13.5","12.6","14.4"
"4-yr college graduate","2017","Appalachian","19 Years and Older","0% or more FPL","158,327","146,725","169,930","11.0","10.2","11.8"
"4-yr college graduate","2017","Metropolitan","19 Years and Older","0% or more FPL","846,872","819,970","873,774","17.5","16.9","18.0"
"4-yr college graduate","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","128,948","120,095","137,802","10.8","10.0","11.5"
"4-yr college graduate","2017","Suburban","19 Years and Older","0% or more FPL","221,920","209,127","234,714","16.0","15.1","16.9"
"Advanced Degree","2017","Appalachian","19 Years and Older","0% or more FPL","90,507","82,197","98,818","6.3","5.7","6.9"
"Advanced Degree","2017","Metropolitan","19 Years and Older","0% or more FPL","569,885","546,270","593,501","11.8","11.3","12.2"
"Advanced Degree","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","94,979","86,478","103,480","7.9","7.2","8.6"
"Advanced Degree","2017","Suburban","19 Years and Older","0% or more FPL","164,703","153,632","175,773","11.9","11.1","12.6"
"Up to high school but no diploma","2019","Appalachian","19 Years and Older","0% or more FPL","152,729","138,089","167,370","11.1","10.1","12.2"
"Up to high school but no diploma","2019","Metropolitan","19 Years and Older","0% or more FPL","459,893","430,508","489,279","9.4","8.8","10.0"
"Up to high school but no diploma","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","111,927","97,313","126,541","9.6","8.4","10.8"
"Up to high school but no diploma","2019","Suburban","19 Years and Older","0% or more FPL","102,734","88,257","117,211","6.8","5.9","7.8"
"High school graduate or equivalent","2019","Appalachian","19 Years and Older","0% or more FPL","551,964","522,972","580,956","40.2","38.4","42.1"
"High school graduate or equivalent","2019","Metropolitan","19 Years and Older","0% or more FPL","1,458,064","1,407,933","1,508,196","29.8","28.9","30.7"
"High school graduate or equivalent","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","471,780","443,165","500,395","40.4","38.3","42.5"
"High school graduate or equivalent","2019","Suburban","19 Years and Older","0% or more FPL","467,841","443,588","492,095","31.1","29.6","32.5"
"Some college","2019","Appalachian","19 Years and Older","0% or more FPL","212,959","189,394","236,523","15.5","13.9","17.1"
"Some college","2019","Metropolitan","19 Years and Older","0% or more FPL","898,661","857,947","939,375","18.4","17.6","19.1"
"Some college","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","161,148","147,151","175,146","13.8","12.6","15.0"
"Some college","2019","Suburban","19 Years and Older","0% or more FPL","269,163","247,398","290,928","17.9","16.5","19.2"
"Associate Degree","2019","Appalachian","19 Years and Older","0% or more FPL","195,445","175,731","215,159","14.2","12.9","15.6"
"Associate Degree","2019","Metropolitan","19 Years and Older","0% or more FPL","620,396","584,623","656,169","12.7","12.0","13.4"
"Associate Degree","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","172,745","146,179","199,311","14.8","12.7","16.8"
"Associate Degree","2019","Suburban","19 Years and Older","0% or more FPL","199,146","182,212","216,080","13.2","12.1","14.3"
"4-yr college graduate","2019","Appalachian","19 Years and Older","0% or more FPL","156,513","142,118","170,908","11.4","10.4","12.5"
"4-yr college graduate","2019","Metropolitan","19 Years and Older","0% or more FPL","876,966","839,737","914,195","17.9","17.2","18.7"
"4-yr college graduate","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","150,823","136,416","165,231","12.9","11.7","14.1"
"4-yr college graduate","2019","Suburban","19 Years and Older","0% or more FPL","278,729","258,438","299,021","18.5","17.3","19.8"
"Advanced Degree","2019","Appalachian","19 Years and Older","0% or more FPL","102,598","90,895","114,301","7.5","6.6","8.3"
"Advanced Degree","2019","Metropolitan","19 Years and Older","0% or more FPL","579,458","549,786","609,131","11.8","11.2","12.4"
"Advanced Degree","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","99,554","88,955","110,154","8.5","7.6","9.4"
"Advanced Degree","2019","Suburban","19 Years and Older","0% or more FPL","188,102","172,059","204,145","12.5","11.5","13.5"
"Up to high school but no diploma","2021","Appalachian","19 Years and Older","0% or more FPL","187,539","168,043","207,035","13.8","12.5","15.1"
"Up to high school but no diploma","2021","Metropolitan","19 Years and Older","0% or more FPL","440,400","405,680","475,119","9.0","8.4","9.7"
"Up to high school but no diploma","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","106,568","90,375","122,761","9.1","7.8","10.5"
"Up to high school but no diploma","2021","Suburban","19 Years and Older","0% or more FPL","82,285","64,742","99,828","5.4","4.3","6.5"
"High school graduate or equivalent","2021","Appalachian","19 Years and Older","0% or more FPL","564,046","536,197","591,894","41.5","39.9","43.2"
"High school graduate or equivalent","2021","Metropolitan","19 Years and Older","0% or more FPL","1,461,847","1,409,162","1,514,532","29.9","29.0","30.8"
"High school graduate or equivalent","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","453,861","427,633","480,088","38.9","37.1","40.8"
"High school graduate or equivalent","2021","Suburban","19 Years and Older","0% or more FPL","479,650","446,124","513,175","31.6","29.8","33.4"
"Some college","2021","Appalachian","19 Years and Older","0% or more FPL","223,664","209,281","238,047","16.5","15.4","17.5"
"Some college","2021","Metropolitan","19 Years and Older","0% or more FPL","939,451","905,833","973,069","19.2","18.6","19.9"
"Some college","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","205,176","190,327","220,025","17.6","16.3","18.9"
"Some college","2021","Suburban","19 Years and Older","0% or more FPL","274,530","254,931","294,129","18.1","16.8","19.4"
"Associate Degree","2021","Appalachian","19 Years and Older","0% or more FPL","159,469","147,146","171,793","11.7","10.8","12.7"
"Associate Degree","2021","Metropolitan","19 Years and Older","0% or more FPL","550,283","524,782","575,783","11.3","10.8","11.8"
"Associate Degree","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","158,578","143,684","173,471","13.6","12.4","14.8"
"Associate Degree","2021","Suburban","19 Years and Older","0% or more FPL","211,682","194,029","229,335","14.0","12.8","15.1"
"4-yr college graduate","2021","Appalachian","19 Years and Older","0% or more FPL","128,986","119,120","138,852","9.5","8.7","10.2"
"4-yr college graduate","2021","Metropolitan","19 Years and Older","0% or more FPL","827,060","800,995","853,125","16.9","16.4","17.5"
"4-yr college graduate","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","143,913","133,874","153,951","12.3","11.4","13.3"
"4-yr college graduate","2021","Suburban","19 Years and Older","0% or more FPL","265,287","249,682","280,893","17.5","16.4","18.6"
"Advanced Degree","2021","Appalachian","19 Years and Older","0% or more FPL","95,089","87,135","103,043","7.0","6.4","7.6"
"Advanced Degree","2021","Metropolitan","19 Years and Older","0% or more FPL","662,679","638,459","686,899","13.6","13.1","14.1"
"Advanced Degree","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","97,533","89,175","105,892","8.4","7.6","9.1"
"Advanced Degree","2021","Suburban","19 Years and Older","0% or more FPL","203,478","188,674","218,281","13.4","12.4","14.4"
