"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Uninsured","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","83,563","74,612","92,514","7.0","6.2","7.7"
"Uninsured","2017","Suburban","19 Years and Older","0% or more FPL","86,456","76,358","96,554","6.2","5.5","6.9"
"Employer-Sponsored","2019","Appalachian","19 Years and Older","0% or more FPL","495,014","461,574","528,455","36.1","34.1","38.0"
"Employer-Sponsored","2019","Metropolitan","19 Years and Older","0% or more FPL","1,960,356","1,898,910","2,021,801","40.1","39.1","41.1"
"Employer-Sponsored","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","495,239","463,830","526,649","42.4","40.2","44.6"
"Employer-Sponsored","2019","Suburban","19 Years and Older","0% or more FPL","673,482","641,803","705,160","44.7","43.1","46.3"
"Medicaid","2019","Appalachian","19 Years and Older","0% or more FPL","271,182","254,462","287,902","19.8","18.5","21.0"
"Medicaid","2019","Metropolitan","19 Years and Older","0% or more FPL","953,077","919,538","986,617","19.5","18.8","20.2"
"Medicaid","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","160,500","147,118","173,881","13.7","12.6","14.9"
"Medicaid","2019","Suburban","19 Years and Older","0% or more FPL","195,872","179,877","211,867","13.0","12.0","14.0"
"Other Insured","2019","Appalachian","19 Years and Older","0% or more FPL","498,452","472,873","524,030","36.3","34.6","38.1"
"Other Insured","2019","Metropolitan","19 Years and Older","0% or more FPL","1,487,232","1,442,966","1,531,497","30.4","29.5","31.3"
"Other Insured","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","419,003","389,722","448,283","35.9","33.7","38.0"
"Other Insured","2019","Suburban","19 Years and Older","0% or more FPL","525,106","499,847","550,365","34.9","33.4","36.4"
"Uninsured","2019","Appalachian","19 Years and Older","0% or more FPL","107,560","95,979","119,140","7.8","7.0","8.7"
"Uninsured","2019","Metropolitan","19 Years and Older","0% or more FPL","492,774","462,054","523,495","10.1","9.5","10.7"
"Uninsured","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","93,236","81,111","105,362","8.0","7.0","9.0"
"Uninsured","2019","Suburban","19 Years and Older","0% or more FPL","111,256","97,794","124,718","7.4","6.5","8.3"
"Employer-Sponsored","2021","Appalachian","19 Years and Older","0% or more FPL","481,843","457,934","505,751","35.5","33.9","37.0"
"Employer-Sponsored","2021","Metropolitan","19 Years and Older","0% or more FPL","1,965,295","1,918,615","2,011,975","40.3","39.4","41.1"
"Employer-Sponsored","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","504,085","481,218","526,952","43.2","41.5","45.0"
"Employer-Sponsored","2021","Suburban","19 Years and Older","0% or more FPL","721,043","686,879","755,206","47.5","45.8","49.3"
"Medicaid","2021","Appalachian","19 Years and Older","0% or more FPL","346,610","325,666","367,554","25.5","24.1","26.9"
"Medicaid","2021","Metropolitan","19 Years and Older","0% or more FPL","1,204,117","1,158,544","1,249,690","24.7","23.8","25.5"
"Medicaid","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","223,161","204,928","241,394","19.1","17.7","20.6"
"Medicaid","2021","Suburban","19 Years and Older","0% or more FPL","206,623","187,891","225,355","13.6","12.4","14.8"
"Other Insured","2021","Appalachian","19 Years and Older","0% or more FPL","425,906","405,751","446,060","31.3","29.9","32.8"
"Other Insured","2021","Metropolitan","19 Years and Older","0% or more FPL","1,399,800","1,361,042","1,438,559","28.7","27.9","29.4"
"Other Insured","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","372,827","352,151","393,503","32.0","30.3","33.6"
"Other Insured","2021","Suburban","19 Years and Older","0% or more FPL","499,858","476,736","522,981","33.0","31.4","34.5"
"Uninsured","2021","Appalachian","19 Years and Older","0% or more FPL","104,435","90,176","118,694","7.7","6.7","8.7"
"Uninsured","2021","Metropolitan","19 Years and Older","0% or more FPL","312,507","285,022","339,991","6.4","5.9","6.9"
"Uninsured","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","65,556","51,596","79,516","5.6","4.5","6.8"
"Uninsured","2021","Suburban","19 Years and Older","0% or more FPL","89,388","70,963","107,812","5.9","4.7","7.1"
